Tipo,Nombre,Año de Estreno,Mes de Estreno,ID de la Película
Short,Astray,2023,6,tt10242552
Short,Bedroom,2023,5,tt12941822
Short,Gouge,2023,7,tt12942176
Short,In Control of Me,2023,9,tt14329118
Short,Bury a Dream,2023,2,tt14412048
Short,Pieces of My Husband & His Friends,2023,11,tt14700656
Short,O Fim do Verão,2023,,tt15061326
Short,2030,2023,,tt15462438
Short,Xmas,2023,3,tt6325374
Short,R.A.T,2023,,tt16769782
Short,First Mission,2023,5,tt16030316
Short,Silent Proclivities,2023,1,tt16382922
Short,Facebook,2023,2,tt15770114
Short,The Pendant of Persia,2023,,tt16996540
Short,Brother,,,tt17003510
Short,Sweetheart,2023,7,tt17350036
Short,Zidane Roulette,2023,3,tt17351942
Short,Incidental,2023,4,tt17677510
Short,Wake up with me,,,tt18160884
Short,Shadows Fall Behind You,2023,,tt18226288
Short,Tell Me(Lies),2023,4,tt18284310
Short,The Heroic,2023,,tt18293510
Short,Restitution,2023,2,tt18303312
Short,This End,2023,1,tt18304360
Short,Roll with It,2023,1,tt18567588
Short,Ask the Mask,2023,,tt18766098
Short,Inimicus,2023,,tt18930628
Short,The Love We Knew,2023,,tt18950928
Short,Choose the Right,2023,,tt19045634
Short,Pending...,2023,1,tt19226682
Short,11:53,2023,2,tt19317000
Short,As Night Falls,2023,6,tt19381050
Short,Lifeline,2023,11,tt19387342
Short,ALUS,2023,1,tt19384066
Short,Machane,,,tt19395042
Short,Here We Are,2023,9,tt19396900
Short,The Prelude to War,2023,12,tt19539550
Short,For the Sake of the Kids,2023,,tt19849708
Short,"Her Body, Her Choice!",2023,2,tt19896034
Short,Her,2023,6,tt20101536
Short,A Trip Through the Multiverse,,,tt20101402
Short,Doglike,2023,4,tt20229364
Short,Alguien Me Dijo Una Vez,2023,1,tt20425192
Short,How He Lived,2023,1,tt20508366
Short,Fortissimo,2023,3,tt20674446
Short,Pátio do Carrasco,2023,1,tt20751774
Short,Dexter's Heart,2023,3,tt20854118
Short,Érinyes,2023,4,tt20861130
Short,2 Cops A Latte and A Ring,2023,1,tt20879772
Short,Onomatopoeia,2023,,tt20896756
Short,Nesten død,2023,10,tt20916548
Short,Remnants of a Broken Heart,2023,,tt21020138
Short,Chester,2023,3,tt21041980
Short,Likeness,2023,,tt21058350
Short,The Bridge,2023,8,tt21111374
Short,Scratched,2023,6,tt21204510
Short,Box,2023,,tt21229090
