,nombre_peli,nombre_actxr,conocido_por,year_nacimiento,profesiones_string,premios
982,Martha Marcy May Marlene,Brady Corbet,"['Funny Games', 'Melancolía']",1988,"Reparto, Producción, Dirección",9 premios y 18 nominaciones
983,Martha Marcy May Marlene,Hugh Dancy,"['Hannibal', 'Adam']",1975,"Reparto, Producción, Banda sonora",2 premios y 15 nominaciones en total
984,Martha Marcy May Marlene,Maria Dizzia,"['Martha Marcy May Marlene', 'Mientras seamos jóvenes']",1974,Reparto,1 premio y 1 nominación
985,Martha Marcy May Marlene,Julia Garner,"['The Assistant', 'Ozark']",1994,"Reparto, Producción",N/A
986,Martha Marcy May Marlene,John Hawkes,"['Las sesiones', ""Winter's Bone""]",1959,"Reparto, Música, Producción",18 premios y 63 nominaciones en total
987,Martha Marcy May Marlene,Louisa Krause,"['The Dive', 'Billions']",1986,"Reparto, Cámara y electricidad, Banda sonora",3 premios y 2 nominaciones
988,Hahithalfut,Rotem Keinan,"['Fauda', 'Big bad wolves']",1979,Reparto,N/A
989,Hahithalfut,Sharon Tal,"['Noa', 'Snapshot']",N/A,Reparto,1 premio y 2 nominaciones
990,Hahithalfut,Dov Navon,"['Kupa Rashit', 'Zohi Sdom']",1961,Reparto,3 nominaciones
991,Hahithalfut,Shirili Deshe,"['Yaldey Bet HaEtz', 'Youth']",1968,"Dirección, Guion, Reparto",N/A
992,Hahithalfut,John Hawkes,"['Las sesiones', ""Winter's Bone""]",1959,"Reparto, Música, Producción",18 premios y 63 nominaciones en total
993,Hahithalfut,Louisa Krause,"['The Dive', 'Billions']",1986,"Reparto, Cámara y electricidad, Banda sonora",3 premios y 2 nominaciones
994,La pesca del salmón en Yemen,Amr Waked,"['Lucy', 'Geostorm']",1973,"Reparto, Producción, Dirección",9 premios y 1 nominación
995,La pesca del salmón en Yemen,Emily Blunt,"['Al filo del mañana', 'El diablo viste de Prada']",1983,"Reparto, Producción, Equipos adicionales",N/A
996,La pesca del salmón en Yemen,Catherine Steadman,"['The Rook', 'Downton Abbey']",N/A,"Reparto, Guion, Producción",1 nominación
997,La pesca del salmón en Yemen,Tom Mison,"['Sleepy Hollow', 'Persiguiendo a Jane Austen']",1982,"Reparto, Guion, Banda sonora",4 nominaciones
998,La pesca del salmón en Yemen,Ewan McGregor,"['Moulin Rouge', 'Trainspotting']",1971,"Reparto, Producción, Guion",36 premios y 77 nominaciones en total
999,La pesca del salmón en Yemen,Rachael Stirling,"['Blancanieves y la leyenda del cazador', 'La reina Victoria']",1977,"Reparto, Banda sonora",2 premios y 1 nominación
1000,La pesca del salmón en Yemen,Kristin Scott Thomas,"['Gosford Park', 'El paciente inglés']",1960,"Reparto, Dirección, Guion",29 premios y 54 nominaciones en total
1001,La pesca del salmón en Yemen,Tom Beard,"['La pesca del salmón en Yemen', 'Más allá de la vida']",1965,Reparto,(un cáncer de páncreas)
1002,The Jonestown Defense,Dennis Ostermaier,"['The Jonestown Defense', 'Red Dead Revolver']",N/A,"Reparto, Producción, Guion",Dennis Ostermair
1003,The Jonestown Defense,Robert Stevens,"['Nightfall', 'The Jonestown Defense']",N/A,Reparto,N/A
1004,The Jonestown Defense,Michael Michaelessi,"['Las vírgenes suicidas', 'The Jonestown Defense']",N/A,Reparto,N/A
1005,The Jonestown Defense,Amy Seimetz,"['Upstream Color', ""Sun Don't Shine""]",1981,"Reparto, Guion, Producción",6 premios y 20 nominaciones
1006,The Jonestown Defense,Mary Bronstein,"['Yeast', ""If I Had Legs I'd Kick You""]",1979,"Reparto, Guion, Dirección",Mary Wall
1007,The Jonestown Defense,Matt Timms,"['How I Know You', 'Up with Me']",N/A,"Reparto, Dirección de fotografía y cámara, Cámara y electricidad",N/A
1008,The Jonestown Defense,April Barton,['The Jonestown Defense'],N/A,Reparto,N/A
1009,The Jonestown Defense,Michael Weimann,['The Jonestown Defense'],N/A,Reparto,N/A
1010,Biester müssen sterben,Nikola Kastner,"['Homeland', 'Bienvenida al pueblo, doctora']",1983,Reparto,1 nominación
1011,Biester müssen sterben,Florian Bartholomäi,"['En el lugar del crimen', 'Ruby, la última viajera del tiempo']",1987,"Reparto, Banda sonora",5 premios y 2 nominaciones
1012,Biester müssen sterben,Sinta Tamsjadi,"['Biester müssen sterben', 'En el lugar del crimen']",1962,"Reparto, Guion",N/A
1013,Biester müssen sterben,Oana Solomon,"['Gipsy Queen', 'Zoom']",1966,Reparto,Oona Solomon
1014,Biester müssen sterben,Philipp Denzel,"['Biester müssen sterben', 'Was es ist']",1977,Reparto,N/A
1015,Taj,Mahesh Jadu,"['The Witcher', 'Marco Polo']",1982,"Reparto, Producción, Guion",1 premio
1016,Taj,Coco-Jacinta Cherian,"['Taj', 'Vecinos']",N/A,Reparto,Coco Cherian
1017,Taj,Sachin Joab,"['Spreadsheet', 'Lion']",N/A,Reparto,1 premio y 1 nominación
1018,Taj,Natalie O'Donnell,"['Mi vida en ruinas', 'Lowdown']",N/A,Reparto,N/A
1019,Taj,Rodney Van Der Wall,"['Fever', 'Taj']",N/A,Reparto,N/A
1020,Taj,Mark Mitchell,"['The Comedy Company', 'Farscape']",1954,Reparto,2 nominaciones
1021,Taj,Nicholas Bell,"['Power Rangers: La película', 'Dark City']",1958,Reparto,2 nominaciones
1022,Taj,Davini Malcolm,"['Love, Tea & Epiphany', 'Law of the Land']",N/A,"Reparto, Producción, Dirección",N/A
1023,Pie de página,Shlomo Bar-Aba,"['Pie de página', 'Sheifa lehaim']",1950,"Reparto, Guion",1 premio y 1 nominación
1024,Pie de página,Lior Ashkenazi,"['Pie de página', 'Big bad wolves']",diciembre,"Reparto, Dirección",6 premios y 8 nominaciones
1025,Pie de página,Aliza Rosen,"['La fiesta de despedida', 'Ha-Yanshouf']",1939,"Reparto, Equipos adicionales",1 premio y 1 nominación
1026,Pie de página,Alma Zack,"['BeTipul', 'Zohi Sdom']",1970,"Reparto, Guion",1 premio y 4 nominaciones
1027,Pie de página,Micah Lewensohn,"['Pie de página', 'Dig']",N/A,Reparto,N/A
1028,Pie de página,Nevo Kimchi,"['Beaufort', 'Laces']",1965,Reparto,1 nominación
1029,Pie de página,Yuval Scharf,"['McMafia', 'The Beauty Queen of Jerusalem']",1985,Reparto,3 nominaciones
1030,Pie de página,Daniel Markovich,"['Pie de página', 'A Letter from the Past']",N/A,Reparto,N/A
1031,Leave,Rick Gomez,"['Silo', 'Hermanos de sangre']",junio,"Reparto, Guion, Dirección",3 premios y 1 nominación
1032,Leave,Frank John Hughes,"['Hermanos de sangre', 'Atrápame si puedes']",noviembre,"Reparto, Guion, Producción",1 premio
1033,Leave,Vinessa Shaw,"['El tren de las 3:10', 'El retorno de las brujas']",1976,"Reparto, Dirección, Producción",10 nominaciones
1034,Leave,Ron Livingston,"['Expediente Warren: The Conjuring', 'Trabajo basura']",1967,"Reparto, Cámara y electricidad, Producción",3 nominaciones
1035,Leave,Bryan Cranston,"['Breaking Bad', 'Malcolm']",1956,"Reparto, Producción, Guion",59 premios y 106 nominaciones en total
1036,Leave,M.C. Gainey,"['Club Desmadre', 'Cerdos salvajes: Con un par... de ruedas']",1948,"Reparto, Producción",1 nominación
1037,Leave,Freddie Joe Farnsworth,"['Capitán América: El primer vengador', 'Guerra mundial Z']",1968,"Especialistas, Equipos adicionales, Reparto",N/A
1038,Leave,Brandon Waters,"['Scrubs', 'El mentalista']",1997,Reparto,N/A
