nombre_peli,nombre_actxr,conocido_por,year_nacimiento,profesiones_string,premios
Je ne vous oublierai jamais,Hannelore Elsner,"['Die Kommissarin', 'Die Unberührbare (No Place to Go)']",1942,"Reparto, Equipos adicionales, Banda sonora",18 premios y 13 nominaciones
Je ne vous oublierai jamais,Patrick Mille,"['Mauvaise fille', 'Opium']",1970,"Reparto, Guion, Dirección",N/A
Je ne vous oublierai jamais,Andrea Sawatzki,"['En el lugar del crimen', 'Bella Vita']",1963,"Reparto, Guion",6 premios y 8 nominaciones
Je ne vous oublierai jamais,Alexa Doctorow,"['La oportunidad de mi vida', 'La cavale blanche']",N/A,Reparto,N/A
Je ne vous oublierai jamais,Sophie Le Tellier,"['Alexandra Ehle', 'Faites comme chez vous']",N/A,Reparto,N/A
Quincas Berro d'Água,Mariana Ximenes,"['El Invasor', 'A Máquina']",1981,"Reparto, Producción, Banda sonora",8 premios y 17 nominaciones
Quincas Berro d'Água,Paulo José,"['El payaso', ""Quincas Berro d'Água""]",1937,"Reparto, Dirección, Producción",14 premios y 9 nominaciones
Quincas Berro d'Água,Othon Bastos,"['Dios y el diablo en la tierra del sol', 'São Bernardo']",1933,"Reparto, Sonido",5 premios y 4 nominaciones
Quincas Berro d'Água,Vladimir Brichta,"['Bingo: el rey de las mañanas', 'Um Homem Só']",1976,"Reparto, Banda sonora",10 premios y 13 nominaciones
Quincas Berro d'Água,Irandhir Santos,"['Tropa de élite 2', 'Tatuagem']",1978,"Reparto, Banda sonora",24 premios y 20 nominaciones
Quincas Berro d'Água,Marieta Severo,"['A Grande Família', 'A Dona da História']",1946,"Reparto, Guion, Producción",17 premios y 15 nominaciones
Quincas Berro d'Água,Milton Gonçalves,"['Carandiru', 'A Rainha Diaba']",1933,"Reparto, Dirección",5 premios y 2 nominaciones
Quincas Berro d'Água,Walderez de Barros,"['O Rei do Gado', 'Simplesmente Maria']",1940,Reparto,1 premio
From the Midst of Pain,Lou Antonio,"['La leyenda del indomable', 'Chicago Hope']",1934,"Dirección, Reparto, Producción",4 nominaciones en total
From the Midst of Pain,Lane Bradbury,"['From the Midst of Pain', 'Alicia ya no vive aquí']",1938,"Reparto, Guion, Producción",7 premios
From the Midst of Pain,Lisa K. Crosato,"['One More Round', 'Les saignantes']",N/A,"Reparto, Producción, Guion",12 premios y 1 nominación
From the Midst of Pain,Nunzio Fazio,"['From the Midst of Pain', 'Kenmore Ave']",N/A,"Reparto, Producción, Dirección",14 premios y 1 nominación
From the Midst of Pain,Hank Garfield,"['Vampiros de John Carpenter', 'Starman: El hombre de las estrellas']",N/A,Sonido,Hank W. Garfield
From the Midst of Pain,Allison Cameron Gray,"[""Lickin' the Quits: A Slice of American Culture"", 'The Waiter']",N/A,"Reparto, Guion",N/A
From the Midst of Pain,Tanya Hernandez,"[""Hell's highway: desvío al infierno"", 'From the Midst of Pain']",N/A,Equipos adicionales,N/A
From the Midst of Pain,Wavy Jackson,['From the Midst of Pain'],N/A,N/A,N/A
The Dead Sleep,Chris Armstrong,"['The Dead Sleep', 'Smell the Coffee']",N/A,Reparto,N/A
The Dead Sleep,Sarah Foret,"['Beautiful People', 'Fiesta de solteros']",diciembre,Reparto,N/A
The Dead Sleep,Robert Fente,"['The Dead Sleep', 'Winslow Bennett: Voice of the City']",N/A,"Reparto, Guion",N/A
The Dead Sleep,Tatiana Armstrong,['The Dead Sleep'],N/A,Reparto,N/A
The Dead Sleep,Joshua Close,"['Fargo', 'In Their Skin']",1981,"Reparto, Guion, Dirección",1 premio y 1 nominación
The Dead Sleep,Jacintha Charles,"['Madhavi', 'The Gift']",N/A,"Reparto, Guion, Dirección",6 premios y 8 nominaciones
The Dead Sleep,Mark Oliviera,['The Dead Sleep'],N/A,Reparto,N/A
Troubadours,Scott Hayman,"['Mano a Mano', 'Taught in Cold Blood']",1982,"Reparto, Producción, Música",N/A
Troubadours,Blake Beaudette,"['One to a Stall', 'Bob the Series']",N/A,"Reparto, Guion, Producción",N/A
Troubadours,Timothy Reaves,['Troubadours'],N/A,Reparto,N/A
Troubadours,Chelese Belmont,"['Estación 19', 'Penumbra']",N/A,"Reparto, Producción, Guion",N/A
Troubadours,David Guilmette,"[""Contractor's Routine"", 'The Confessional']",N/A,"Reparto, Guion, Guion y continuidad",David SJ Guilmette
Troubadours,Bonnie Steiger,"['Walker Phillips', 'Birdemic: Shock and Terror']",N/A,Reparto,N/A
Troubadours,Kanthinh Manivong,"['Troubadours', 'Wrestling Days']",N/A,Reparto,N/A
Troubadours,Solomon Stuart,['Troubadours'],N/A,Reparto,N/A
Jonah Hex,Josh Brolin,"['Vengadores: Endgame', 'No es país para viejos']",1968,"Reparto, Producción, Dirección",21 premios y 63 nominaciones en total
Jonah Hex,John Malkovich,"['Cómo ser John Malkovich', 'En la línea de fuego']",1953,"Reparto, Producción, Guion",32 premios y 44 nominaciones en total
Jonah Hex,Megan Fox,"['Transformers', 'Ninja Turtles']",1986,"Reparto, Producción, Guion",10 premios y 24 nominaciones
Jonah Hex,Michael Fassbender,"['Shame', 'Prometheus']",1977,"Reparto, Producción, Equipo ejecutivo",79 premios y 155 nominaciones en total
Jonah Hex,Will Arnett,"['Batman: La LEGO película', 'La LEGO película']",1970,"Reparto, Producción, Guion",15 premios y 34 nominaciones en total
Jonah Hex,John Gallagher Jr.,"['Calle Cloverfield 10', 'Las vidas de Grace']",1984,"Reparto, Producción, Banda sonora",3 nominaciones
Jonah Hex,Tom Wopat,"['El sheriff chiflado', 'Django desencadenado']",1951,"Reparto, Dirección, Banda sonora",2 nominaciones
Jonah Hex,Michael Shannon,"['Take Shelter', 'Revolutionary Road']",1974,"Reparto, Producción, Dirección",36 premios y 100 nominaciones en total
Psychosomatika,Jeff Dylan Graham,"['Fell', 'Enfermizo']",1983,"Reparto, Producción, Guion",1 nominación
Psychosomatika,Lynn Lowry,"['Vinieron de dentro de...', 'Fang']",1947,"Reparto, Producción, Guion",15 premios y 12 nominaciones
Psychosomatika,Peter Stickles,"['Shortbus', ""Showgirls 2: Penny's from Heaven""]",1976,"Reparto, Equipos adicionales, Producción",1 nominación
Psychosomatika,Debbie Rochon,"['Model Hunger', 'Exhumed']",1968,"Reparto, Producción, Guion",39 premios y 23 nominaciones
Psychosomatika,Brinke Stevens,"['Personal Demons', 'Terror Toons 4']",1954,"Reparto, Producción, Guion",5 premios y 3 nominaciones
Psychosomatika,Mara Marini,"['A Play', 'CHiPs: Loca patrulla motorizada']",enero,"Reparto, Guion, Producción",5 premios
Krews,Brian Geraghty,"['En tierra hostil', 'Bobby']",mayo,"Reparto, Producción, Banda sonora",3 premios y 10 nominaciones
Krews,Jonathan Cake,"['El primer caballero', 'Chuck']",1967,"Reparto, Dirección, Guion",N/A
Krews,Faune Chambers Watkins,"['Epic Movie', 'Dos rubias de pelo en pecho']",1976,"Reparto, Producción, Equipos adicionales",1 premio
Krews,Sam Jones III,"['Krews', 'Camino a la gloria']",1983,Reparto,N/A
Krews,Charles Malik Whitfield,"['Tras la línea enemiga', 'Notorious']",1972,"Reparto, Producción",2 nominaciones
Krews,Ty Hodges,"['Miles from Home', 'Venus as a Boy']",mayo,"Reparto, Producción, Dirección",1 premio y 3 nominaciones
Krews,Charles Robinson,"['Juzgado de guardia', 'El trébol azul']",1945,"Reparto, Dirección, Casting",3 premios
Krews,Marcuis Harris,"['El padrastro', 'Una noche para morir']",N/A,Reparto,N/A
10 Years Later,Jake Hoffman,"['Todo queda en casa', 'El lobo de Wall Street']",1981,"Reparto, Dirección, Guion",N/A
10 Years Later,Rachel Boston,"['(500) días juntos', 'Los fantasmas de mis exnovias']",1982,"Reparto, Producción, Banda sonora",3 premios y 1 nominación
10 Years Later,Kathleen Rose Perkins,"['La isla', 'Perdida']",1974,"Reparto, Guion, Producción",1 premio
10 Years Later,Aaron Michael Metchik,"['La familia Tórkelson', '10 Years Later']",1980,"Reparto, Dirección de la segunda unidad o asistencia a dirección, Dirección",1 premio
10 Years Later,Senta Moses,"['Solo en casa', 'Es mi vida']",agosto,"Reparto, Guion, Producción",1 premio y 1 nominación
10 Years Later,McKinley Freeman,"['Sin tregua', 'Crosstown']",1973,"Reparto, Producción",1 premio
10 Years Later,James DeBello,"['Cero en conducta', 'Cabin Fever']",1980,"Reparto, Equipos adicionales, Banda sonora",N/A
10 Years Later,Colin Fickes,"['Por encima de su cadáver', 'Transformers']",N/A,Reparto,1 premio
Happiness Runs,Joni Barth,"['House', 'Happiness Runs']",N/A,"Reparto, Guion y continuidad, Equipos adicionales",Joan Siegel
Happiness Runs,Kirsten Berman,"['Million Dollar Baby', 'Hot Tamale (Al rojo vivo)']",N/A,"Reparto, Producción, Guion","1,60 m"
Happiness Runs,Mark Boone Junior,"['Memento', '30 días de oscuridad']",1955,"Reparto, Producción, Guion",3 premios
Happiness Runs,Joseph Castanon,"['Click', 'Comanche Moon']",1997,Reparto,2 premios y 4 nominaciones
Happiness Runs,Richard Edson,"['Todo en un día', 'Días extraños']",1954,"Reparto, Cámara y electricidad, Guion",N/A
Happiness Runs,AnnaLisa Erickson,"['Now Here', 'Happiness Runs']",N/A,"Reparto, Dirección de la segunda unidad o asistencia a dirección, Dirección de producción",N/A
Happiness Runs,Shiloh Fernandez,"['Caperucita roja ¿A quién tienes miedo?', 'Posesión infernal']",1985,"Reparto, Producción, Guion",1 nominación
Happiness Runs,John Fleck,"['Waterworld', 'Un día de furia']",mayo,Reparto,1 premio
Pusher,Assad Raja,"['Pusher', 'Dirty British Boys']",N/A,"Reparto, Guion, Dirección",N/A
Pusher,Mahima Chaudhry,"['Pardes', 'Dhadkan']",1973,Reparto,6 premios y 14 nominaciones
Pusher,Marc Anwar,"['Negocios sucios', 'Capitán Phillips']",1956,Reparto,Mark Anwar
Pusher,Pasha Bocarie,"['No hables con extraños', 'Emmerdale']",N/A,Reparto,"1,80 m"
Pusher,Mohammad Zadran,['Pusher'],N/A,Reparto,N/A
Pusher,Lalita Ahmed,"['Promesas del este', 'Brick Lane']",1939,Reparto,Lolita Ahmed
Pusher,Munir Bolia,['Pusher'],N/A,Reparto,N/A
Pusher,Charu Bala Chokshi,"['Little Britain', 'Un pez llamado Wanda']",N/A,Reparto,Charu Bala
Lights Out,Sally Kirkland,"['Anna y Cristina', 'JFK: Caso abierto']",1941,"Reparto, Producción, Equipos adicionales",20 premios y 13 nominaciones en total
Lights Out,Roddy Piper,"['Están vivos', 'Un semental en Frogtown']",1954,"Reparto, Producción",3 premios y 1 nominación
Lights Out,Doug Jones,"['Hellboy II: El ejército dorado', 'La forma del agua']",1960,"Reparto, Producción, Banda sonora",20 premios y 20 nominaciones
Lights Out,Thor Knai,"['Rebel Moon - Parte 1: La niña del fuego', 'Rebel Moon (Parte dos): La guerrera que deja marcas']",1984,"Reparto, Especialistas, Banda sonora",N/A
Lights Out,Ariel Teal Toombs,"[""Hell's Belles"", 'CSI: Nueva York']",1985,Reparto,1 premio y 1 nominación
Lights Out,Claire-Louise Sedgley,"['The Light Path', 'Abay vs. Vegas']",N/A,"Reparto, Guion y continuidad",N/A
Lights Out,Derrell Whitt,"['A Place Called Hollywood', 'Dangerous Curves: The Series']",1988,"Reparto, Producción, Equipos adicionales",2 premios y 3 nominaciones
Lights Out,Randy Wayne,"['Reagan', 'Hellraiser: Judgment']",1981,"Reparto, Producción, Dirección de producción",7 premios y 4 nominaciones
The Last Musketeer,Gilbert Aguilera,"['Wrestling Society X', 'Neverland']",N/A,Reparto,N/A
The Last Musketeer,Susan Avetikyan,"['The Last Musketeer', '[Caul Unknown]']",N/A,Reparto,N/A
The Last Musketeer,Teresa Berkin,"['21', 'My Little Pony: Reign of Buttercup Sprinkles']",1954,Reparto,N/A
The Last Musketeer,Gregory Blair,"['Garden Party Massacre', 'Deadly Revisions']",N/A,"Reparto, Guion, Dirección",20 premios y 7 nominaciones
The Last Musketeer,Denisse Bon,"['The Zone', 'Smuggled']",1980,"Reparto, Guion, Producción",N/A
The Last Musketeer,Jorie Burgos,"['Out in Love', 'Luzy']",octubre,"Reparto, Vestuario, Diseño de vestuario",Marjorie Burgos
The Last Musketeer,Elias Castro,['The Last Musketeer'],N/A,Reparto,N/A
The Last Musketeer,Kenneth P. Chapman,"['From Dust', 'Good Villain']",N/A,"Reparto, Guion",N/A
Consent,Peter Vack,"['Bully', 'Assholes']",septiembre,"Reparto, Guion, Dirección",5 premios y 3 nominaciones
Consent,Troian Bellisario,"['Pequeñas mentirosas', 'Clara']",1985,"Reparto, Dirección, Guion",8 premios y 9 nominaciones
Consent,Betsey Brown,"['The Scary of Sixty-First', 'Actors']",N/A,"Reparto, Edición, Dirección",1 premio
Consent,Kate Burton,"['Golpe en la pequeña China', 'Infiel']",1957,Reparto,2 premios y 6 nominaciones en total
Consent,Brian Jordan Alvarez,"['M3GAN', 'Will & Grace']",1987,"Reparto, Dirección, Guion",2 nominaciones
Consent,Jeff McCarthy,"['RoboCop 2', 'Máximo riesgo']",1954,"Reparto, Guion, Dirección",N/A
Consent,Noah Fleiss,"['Brick', 'Joe el Rey']",1984,"Reparto, Producción, Equipos adicionales",3 nominaciones
Consent,Paul Iacono,"['Tiempos duros para RJ Berger', 'G.B.F.']",1988,"Reparto, Banda sonora",N/A
Çiglik Çigliga Bir Sevda,Ediz Hun,"['Arif V 216', 'Sinekli Bakkal']",1940,Reparto,1 premio
Çiglik Çigliga Bir Sevda,Selma Güneri,"['Ben öldükçe yasarim', 'Son kuslar']",1949,Reparto,N/A
Çiglik Çigliga Bir Sevda,Irmak Ünal,"['Arka Sokaklar', 'Acayip Hikayeler']",1977,Reparto,"1,65 m"
Çiglik Çigliga Bir Sevda,Özgür Özberk,"[""N'apcaz Simdi?"", ""Ifrit'in Diyeti: Cinnia""]",1974,"Reparto, Dirección, Guion",N/A
Çiglik Çigliga Bir Sevda,Cenk Sözeri,"['Her Gece Bodrum', 'Sakin Kasabanin Kadini']",1970,Reparto,N/A
Çiglik Çigliga Bir Sevda,Kutalp Baglan,['Çiglik Çigliga Bir Sevda'],N/A,Reparto,N/A
Çiglik Çigliga Bir Sevda,Tomris Oguzalp,"['Gerilla', 'Sari Zeybek']",1932,Reparto,(causa no comunicada)
Shanghai,John Cusack,"['Un asesino algo especial', 'Alta fidelidad']",1966,"Reparto, Producción, Guion",8 premios y 21 nominaciones en total
Shanghai,Gong Li,"['La maldición de la flor dorada', 'Memorias de una geisha']",1965,"Reparto, Producción, Equipos adicionales",37 premios y 33 nominaciones
Shanghai,Chow Yun-Fat,"['Tigre y dragón', 'Asesinos de reemplazo']",1955,"Reparto, Guion, Banda sonora",14 premios y 33 nominaciones
Shanghai,David Morse,"['La milla verde', 'En tierra hostil']",1953,"Reparto, Producción, Dirección",5 premios y 14 nominaciones en total
Shanghai,Ken Watanabe,"['El último samurái', 'Origen']",1959,"Reparto, Producción, Equipos adicionales",10 premios y 26 nominaciones en total
Shanghai,Franka Potente,"['Corre Lola, corre', 'The Bourne Identity: El caso Bourne']",1974,"Reparto, Dirección, Guion",10 premios y 9 nominaciones
Shanghai,Jeffrey Dean Morgan,"['Watchmen', 'Proyecto Rampage']",1966,"Reparto, Producción, Banda sonora",6 premios y 8 nominaciones
Shanghai,Hugh Bonneville,"['Downton Abbey', 'Paddington']",1963,Reparto,5 premios y 23 nominaciones en total
Orsova Noua 5: Epilog,Chow Yun-Fat,"['Tigre y dragón', 'Asesinos de reemplazo']",1955,"Reparto, Guion, Banda sonora",14 premios y 33 nominaciones
Orsova Noua 5: Epilog,David Morse,"['La milla verde', 'En tierra hostil']",1953,"Reparto, Producción, Dirección",5 premios y 14 nominaciones en total
Orsova Noua 5: Epilog,Ken Watanabe,"['El último samurái', 'Origen']",1959,"Reparto, Producción, Equipos adicionales",10 premios y 26 nominaciones en total
Orsova Noua 5: Epilog,Franka Potente,"['Corre Lola, corre', 'The Bourne Identity: El caso Bourne']",1974,"Reparto, Dirección, Guion",10 premios y 9 nominaciones
Louis,Anthony Coleman,"['Contraband', 'Louis']",N/A,Reparto,N/A
Louis,Jackie Earle Haley,"['Juegos secretos', 'Watchmen']",1961,"Reparto, Dirección, Guion",12 premios y 17 nominaciones en total
Louis,Shanti Lowry,"['The Game', 'Bronx SIU']",1982,"Reparto, Dirección, Producción",2 nominaciones
Louis,Anthony Mackie,"['En tierra hostil', 'Destino oculto']",1978,"Reparto, Producción, Dirección",9 premios y 41 nominaciones
Louis,Michael Rooker,"['Guardianes de la Galaxia', 'Henry: Retrato de un asesino']",1955,"Reparto, Producción, Dirección",5 premios y 7 nominaciones
Louis,Steven Martini,"['Major Payne', 'Cómo la noche al día']",1975,"Reparto, Guion, Producción",1 premio
Louis,Joe Chrest,"['Stranger Things', 'Infiltrados en clase']",1963,"Reparto, Producción",1 premio y 1 nominación
Louis,Derick Martini,"['Lymelife', 'Cómo la noche al día']",1972,"Guion, Dirección, Reparto",2 premios y 2 nominaciones
Hamill,Russell Harvard,"['Pozos de ambición', 'Fargo']",1981,Reparto,N/A
Hamill,Raymond J. Barry,"['Recién casados', 'Dewey Cox: Una vida larga y dura']",1939,Reparto,2 premios y 3 nominaciones
Hamill,Shoshannah Stern,"['Jericho', 'Hamill']",1980,"Reparto, Guion, Producción",N/A
Hamill,Michael Anthony Spady,"['Diverted Eden', 'Lacrimosa']",1981,Reparto,N/A
Hamill,Courtney Halverson,"['Eliminado', 'El convento']",1989,Reparto,2 nominaciones
Hamill,Susan Gibney,"['Crossing Jordan', 'Perdidos']",1961,"Reparto, Casting, Equipos adicionales",N/A
Hamill,Joseph McKelheer,"['Hamill', 'Godspeed']",1974,"Producción, Reparto, Guion",5 premios
Hamill,Eben Kostbar,"['Hamill', 'Karma Café']",N/A,"Producción, Reparto, Dirección de producción",N/A
The Quiet Ones,Courtney Gains,"['Sed de venganza', 'La ira de Becky']",agosto,"Reparto, Producción, Dirección",17 premios y 1 nominación
The Quiet Ones,Reggie Bannister,"['Phantasma', 'Phantasma (El regreso)']",1945,"Reparto, Producción, Música",N/A
The Quiet Ones,Bill Allen,"['Los bicivoladores 2', 'Criminal']",1962,"Reparto, Guion",N/A
The Quiet Ones,Adam C. Edwards,"['Los juegos del hambre: Sinsajo - Parte 2', 'Corrupción en Miami']",1979,"Especialistas, Reparto, Equipos adicionales",N/A
The Quiet Ones,Brea Bee,"['El lado bueno de las cosas', 'Los Goldberg']",febrero,"Reparto, Producción",5 premios y 4 nominaciones
The Quiet Ones,Clayton Stocker Myers,"['Take Me with You', 'The Jacket']",N/A,"Reparto, Dirección de la segunda unidad o asistencia a dirección, Producción",2 premios y 4 nominaciones
The Quiet Ones,Dennis Sigmund,"['Sickness', 'Murder Below the Line']",2014,"Reparto, Especialistas, Arte",Dennis Ronin
The Quiet Ones,Jessica Browne-White,['The Quiet Ones'],N/A,Reparto,"1,63 m"
Forgotten Pills,Jordan-Claire Green,"['Escuela de rock', 'Come Away Home']",1991,"Reparto, Producción",1 nominación
Forgotten Pills,Lindsey Gort,"['The Carrie Diaries', 'All Rise']",abril,"Reparto, Guion, Banda sonora",N/A
Forgotten Pills,Larry Bishop,"['Hell Ride', 'Kill Bill: Volumen 2']",1948,"Reparto, Guion, Dirección",N/A
Forgotten Pills,Masam Holden,"['Aquí y ahora', 'Elizabethtown']",1993,Reparto,2 nominaciones
Forgotten Pills,Shane Callahan,"['Dopesick: Historia de una adicción', 'CSI: Vegas']",N/A,"Reparto, Edición, Producción",N/A
Forgotten Pills,Scout Raskin,"['Cry-Baby (El lágrima)', 'Bakerman and the Bunnymen']",N/A,"Producción, Equipos adicionales, Reparto",1 nominación
Forgotten Pills,Tye Alexander,"['S.W.A.T.: Los hombres de Harrelson', 'The Blacklist']",N/A,"Reparto, Producción, Dirección",N/A
Forgotten Pills,Christina Murphy,"['Forgotten Pills', 'Dance Movie: Despatarre en la pista']",1981,Reparto,N/A
Morning,Andrew Ramaglia,"[""Blue Skied an' Clear"", 'The Acid Brotherhood']",N/A,Reparto,"1,83 m"
Morning,Emily Cline,"['En compañía de hombres', 'Instinto animal']",1969,Reparto,N/A
Morning,Wally Dalton,"['Wendy and Lucy', 'Asesinos']",N/A,"Reparto, Guion y continuidad, Guion",1 premio
Morning,Deb Craig,"['El diario de Ellen Rimbauer', 'Morning']",N/A,Reparto,"1,80 m"
Morning,Ryan Cooper,"['Break', 'Morning']",N/A,Reparto,N/A
Morning,Terry Edward Moore,"['West of Redemption', 'Desert Cathedral']",N/A,"Reparto, Producción",Terry Moore
Morning,Kevin Deaton,"['Morning', 'Turnaround']",N/A,Reparto,N/A
Morning,Aaron Heinzen,"['Humpday', 'Dear Lemon Lima']",N/A,"Reparto, Arte, Equipos adicionales",N/A
Do Elephants Pray?,Jonnie Hurn,"['Love, Death & Robots', 'In Circles']",1971,"Reparto, Producción, Guion",5 premios y 3 nominaciones
Do Elephants Pray?,Julie Dray,"['Avenue 5', 'Crashing']",1980,"Reparto, Guion, Producción",3 premios y 1 nominación
Do Elephants Pray?,Marc Warren,"['Wanted (Se busca)', 'Hooligans']",1967,"Reparto, Producción, Banda sonora",2 nominaciones
Do Elephants Pray?,Rosie Fellner,"['Viaje a Italia', 'Tiempo de héroes']",1978,"Reparto, Producción, Equipos adicionales",12 premios
Do Elephants Pray?,Kylie Maron-Vallorani,"['Harry Brown', 'The Power']",N/A,"Reparto, Producción, Equipos adicionales",Grace Vallorani
Do Elephants Pray?,John Last,"['King John Act IV Scene I', 'The Underdog']",1981,"Reparto, Dirección, Guion","1,80 m"
Do Elephants Pray?,Jean-Baptiste Puech,"['Anna', 'Transporter Legacy']",N/A,Reparto,N/A
Do Elephants Pray?,Cassandra French,"['The Bezonians', 'Lucas and Albert']",N/A,"Reparto, Guion, Producción",N/A
The Eagle Path,Jean-Claude Van Damme,"['Doble impacto', 'Double Team']",1960,"Reparto, Guion, Producción",2 premios y 10 nominaciones
The Eagle Path,Claudia Bassols,"['The Eagle Path', 'La presa']",1979,Reparto,N/A
The Eagle Path,John Colton,"['All Rise', 'Silicon Valley']",N/A,Reparto,N/A
The Eagle Path,Josef Cannon,"['Chief of Station', ""Paul's Promise""]",julio,"Reparto, Producción, Guion",2 premios y 2 nominaciones
The Eagle Path,Adam Karst,"['El tatuador de Auschwitz', 'The Equalizer 2']",abril,"Reparto, Producción, Dirección",N/A
The Eagle Path,Chuck DiMaria,"['The Eagle Path', 'Le jour du père']",N/A,Reparto,N/A
The Eagle Path,Cal Giardina,"['The Eagle Path', 'Police Under Fire']",febrero,"Reparto, Guion, Arte",Cal Rein
The Eagle Path,Bianca Van Damme,"['Juego de asesinos', 'U.F.O.']",1990,"Reparto, Producción, Dirección",N/A
Desafío al honor,Jai Koutrae,"['Firebite', 'Club de buceo']",N/A,"Reparto, Producción",2 premios
Desafío al honor,Shingo Usami,"['The Terror', 'Invasión']",N/A,"Reparto, Equipos adicionales, Dirección",9 premios y 2 nominaciones
Desafío al honor,Kentaro Hara,"['Strange Bedfellows', 'El gran rescate']",N/A,Reparto,Kentaro Haro
Desafío al honor,Kuni Hashimoto,"['Predestination', 'Thor: Love and Thunder']",N/A,"Reparto, Dirección",N/A
Desafío al honor,Sam O'Dell,"['Ritual', 'Carlotta']",N/A,"Reparto, Producción",N/A
Desafío al honor,Mark Redpath,"['Arrowhead', 'La ley de los rollerboys']",N/A,"Reparto, Arte, Sonido",N/A
Desafío al honor,Rudi Baker,"['Paramedics: Special Unit Vehicle', 'Love Is a Four-Letter Word']",1978,"Reparto, Guion, Producción",N/A
Desafío al honor,Galvin Scott Davis,"['Brother', '2067']",N/A,"Reparto, Guion, Dirección",N/A
Peep World,Lewis Black,"['Del revés (Inside Out)', 'El hombre del año']",1948,"Reparto, Producción, Guion",6 premios y 9 nominaciones en total
Peep World,Ron Rifkin,"['Alias', 'L.A. Confidential']",1939,"Reparto, Equipos adicionales",6 nominaciones en total
Peep World,Rainn Wilson,"['The Office', 'Super']",1966,"Reparto, Producción, Guion",12 premios y 25 nominaciones en total
Peep World,Taraji P. Henson,"['El curioso caso de Benjamin Button', 'Figuras ocultas']",1970,"Reparto, Producción, Dirección",39 premios y 93 nominaciones en total
Peep World,Sarah Silverman,"['¡Rompe Ralph!', 'Ralph rompe Internet']",1970,"Reparto, Guion, Producción",8 premios y 31 nominaciones en total
Peep World,Stephen Tobolowsky,"['Atrapado en el tiempo', 'Arde Mississippi']",1951,"Reparto, Guion, Dirección",1 premio y 2 nominaciones
Peep World,Nicholas Hormann,"['Kramer contra Kramer', 'La mano']",1944,Reparto,N/A
Peep World,Lesley Ann Warren,"['¿Víctor o Victoria?', 'Mujeres desesperadas']",1946,"Reparto, Producción, Banda sonora",1 premio y 14 nominaciones en total
Red Dirt Rising,Brad Yoder,"['Ocean Drive', 'Red Dirt Rising']",1971,"Producción, Especialistas, Reparto",N/A
Red Dirt Rising,Burgess Jenkins,"['Titanes: Hicieron historia', 'Chicago Med']",1973,"Reparto, Dirección, Producción",1 premio
Red Dirt Rising,R. Keith Harris,"['The Walking Dead', 'Un paseo por el bosque']",N/A,"Reparto, Producción, Guion",4 premios
Red Dirt Rising,Ashlee Payne,"['Surface', 'The Code Conspiracy']",N/A,Reparto,N/A
Red Dirt Rising,Quentin Kerr,"['La vida secreta de las abejas', 'De culo y cuesta abajo']",N/A,Reparto,"1,83 m"
Red Dirt Rising,Bill Oberst Jr.,"['3 del infierno', 'Mentes criminales']",1965,"Reparto, Producción, Guion",35 premios y 16 nominaciones
Red Dirt Rising,Cindy Hogan,"['The Great Lillian Hall', 'The Ms. Pat Show']",N/A,"Reparto, Dirección, Dirección de casting",N/A
Red Dirt Rising,Brett Rice,"['Sully', 'Super 8']",1954,Reparto,1 nominación
Eva,Vincent Regan,"['Blancanieves y la leyenda del cazador', '300']",1965,"Reparto, Dirección, Guion",2 premios y 1 nominación
Eva,Amy Beth Hayes,"['Misfits', 'Mr. Selfridge']",1982,Reparto,N/A
Eva,Michael Ironside,"['Starship Troopers (Las brigadas del espacio)', 'Desafío total']",1950,"Reparto, Producción, Guion",2 premios y 10 nominaciones
Eva,Patrick Bergin,"['Durmiendo con su enemigo', 'Juego de patriotas']",1951,"Reparto, Producción, Banda sonora",1 premio y 4 nominaciones
Eva,Emily Hamilton,"['He Died with a Felafel in His Hand', 'Filth: The Mary Whitehouse Story']",1974,Reparto,1 premio
Eva,Dustin Milligan,"[""Schitt's Creek"", 'Rutherford Falls']",julio,"Reparto, Producción, Guion",2 premios y 8 nominaciones
Eva,Maia Morgenstern,"['La pasión de Cristo', 'A hetedik szoba']",1962,Reparto,8 premios y 1 nominación
Eva,Andrei Finti,"['Charlie Countryman', 'Juego de asesinos']",1952,Reparto,N/A
Dirty Girl,Jeremy Dozier,"['Dirty Girl', 'Poor Us']",1986,"Reparto, Guion, Producción",3 nominaciones
Dirty Girl,Juno Temple,"['Expiación. Más allá de la pasión', 'Las vidas posibles de Mr. Nobody']",1989,"Reparto, Banda sonora",6 premios y 23 nominaciones en total
Dirty Girl,Zach Lasry,"['Seth', 'Project X']",N/A,"Producción, Reparto, Dirección",N/A
Dirty Girl,Jonathan Slavin,"['Santa Clarita Diet', 'Sin palabras']",1969,"Reparto, Dirección, Arte",1 nominación
Dirty Girl,Marcella Lentz-Pope,"['Supersalidos', 'Boardwalk Empire']",agosto,"Equipos adicionales, Reparto",1 nominación
Dirty Girl,William Horwich,"['Dirty Girl', 'All Together Now']",N/A,Reparto,N/A
Dirty Girl,Gary Grubbs,"['Expediente X: Enfréntate al futuro', 'Battleship']",1949,"Reparto, Guion, Banda sonora",N/A
Dirty Girl,Deborah Theaker,"['Un poderoso viento', 'El experto']",1964,"Reparto, Guion, Producción",1 premio y 1 nominación
You Have the Right to Remain Violent,Mark Munford,"['Ironsides', 'You Have the Right to Remain Violent']",N/A,"Reparto, Producción",N/A
