,nombre_peli,nombre_actxr,conocido_por,year_nacimiento,profesiones_string,premios
603,Gotta Lighten Up,Jared Boghosian,"['The Witch Files', 'Jane the Virgin']",N/A,"Reparto, Edición, Dirección",2 premios
604,Razed,Dean Alexandrou,"['Kate', 'RED 2']",febrero,"Reparto, Especialistas, Guion",N/A
605,Razed,Silvio Simac,"['Transporter 3', 'DOA: Dead or Alive']",1973,"Reparto, Producción, Especialistas",7 premios y 1 nominación
606,Razed,Selina Lo,"['El señor de los anillos: Los anillos de poder', 'Hellraiser']",N/A,"Reparto, Equipos adicionales",1 premio
607,Razed,Isky Fay,"['Viuda Negra', 'Al filo del mañana']",N/A,"Especialistas, Reparto",Isky Faye
608,Razed,Andrew Eadie,"['The Batman', 'Entre la razón y la locura']",N/A,"Especialistas, Reparto",Andy Eadie
609,7x6x2,Joseph Aviel,"['Superdetective en Hollywood: Axel F.', 'Doom Patrol']",N/A,"Reparto, Especialistas, Producción",N/A
610,7x6x2,Florence C.M. Klein,"['Land', 'Life and the Lady']",N/A,"Reparto, Música",Florence Klein
611,7x6x2,Jim Klimek,"['Our RoboCop Remake', 'Our Footloose Remake']",N/A,"Reparto, Producción, Especialistas",N/A
612,7x6x2,Flannery Lunsford,"['Little Feet', 'Pete Smalls Is Dead']",N/A,"Reparto, Producción, Guion",N/A
613,7x6x2,Stevie Morley,['7x6x2'],N/A,Reparto,N/A
614,7x6x2,Boone Platt,"['Devotion: Una historia de héroes', 'Black Adam']",julio,"Reparto, Especialistas, Dirección",1 nominación
615,7x6x2,Paradox Pollack,"['See', 'Thor']",N/A,"Equipos adicionales, Reparto, Especialistas",N/A
616,Uncharted: Drake's Legacy,Nate Loftin,"['The Rogues: Dawn of the Black Sun', 'Tyler Hickman: Filmmaker Showcase']",N/A,"Reparto, Producción, Guion",2 premios y 3 nominaciones
617,De zure inval,Benten Wijnen,"['Kruimeltje', 'De zure inval']",N/A,Reparto,N/A
618,De zure inval,Tjebbo Gerritsma,"['Mi semana extraordinaria con Tess', 'Riphagen']",N/A,"Reparto, Banda sonora",N/A
619,De zure inval,Tim Kimman,"['Van God los', 'De zure inval']",N/A,Reparto,N/A
620,De zure inval,Stijn Taverne,"['Penoza', 'Hoe overleef ik?']",N/A,Reparto,N/A
621,De zure inval,Bart de Rijk,"['New Kids Nitro', 'New Kids Turbo']",N/A,Reparto,N/A
622,World Invasion Battle Bologna,Mattia Baccolini,['World Invasion Battle Bologna'],N/A,Reparto,N/A
623,World Invasion Battle Bologna,Alice Bombi,"['The Reaping', 'World Invasion Battle Bologna']",N/A,Reparto,N/A
624,World Invasion Battle Bologna,Guia Bonaga,['World Invasion Battle Bologna'],N/A,Reparto,N/A
625,World Invasion Battle Bologna,Annita Bonandi,['World Invasion Battle Bologna'],N/A,Reparto,N/A
626,World Invasion Battle Bologna,Gianluca Capelli,"['Bodycount', 'World Invasion Battle Bologna']",N/A,Reparto,N/A
627,World Invasion Battle Bologna,Marco Gavelli,['World Invasion Battle Bologna'],N/A,Reparto,N/A
628,World Invasion Battle Bologna,Clarissa Govi,['World Invasion Battle Bologna'],N/A,Reparto,N/A
629,World Invasion Battle Bologna,Daniele Govi,['World Invasion Battle Bologna'],N/A,Reparto,N/A
630,Akhirah: The Day of Judgement,Tadj Correia,"['La Chamba', 'Everlasting']",N/A,Reparto,N/A
631,Akhirah: The Day of Judgement,"William ""Will"" Daubert","['Youthquake', 'Riley Parra']",N/A,"Reparto, Especialistas",William Daubert
632,Skymall 007,Clark Coffey,"['Skymall 007', 'Winter Island']",N/A,"Reparto, Producción, Dirección",1 premio
633,Skymall 007,Kalena Ranoa,"['All Rise', 'Twenties']",N/A,"Reparto, Guion, Dirección",N/A
634,Skymall 007,Hamid Assian,"['Skymall 007', 'Insta-Beard!']",N/A,"Reparto, Producción, Dirección",N/A
635,Skymall 007,Douglas Hachiya,"['Megatiburón contra pulpo gigante', 'Minx']",N/A,Reparto,Douglas N. Hachiya
636,Skymall 007,Jesse Lichtenfeld,['Skymall 007'],N/A,Reparto,N/A
637,Skymall 007,Forrest Lancaster,"['The Gray Ghost: Sweating Bullets', 'Killing Diaz']",N/A,"Reparto, Especialistas, Cámara y electricidad",N/A
638,Skymall 007,J. Cody Andersen,"['The Slate', 'Ralph Morton']",N/A,"Reparto, Producción, Dirección de la segunda unidad o asistencia a dirección",2 nominaciones
639,Skymall 007,Amber Coffey,['Skymall 007'],N/A,"Reparto, Equipos adicionales",N/A
640,Partisan,Miriam Pultro,"['Mythos', 'Midsummer']",N/A,"Reparto, Dirección, Guion","1,70 m"
641,Partisan,Mark Banik,"['The Vast of Night', 'Mythos']",N/A,Reparto,N/A
642,Partisan,Nick Abeel,"['There Are No Second Takes In Life...Take 2', 'There are no Second Takes in Life... Take 2']",1987,"Reparto, Dirección, Dirección de fotografía y cámara",Nicholas Abeel
643,Partisan,Shpend Xani,"['Growing Up Fat & Albanian', 'If the Trees Could Talk']",N/A,"Reparto, Guion",1 premio
644,Partisan,Tyler Herwick,"['Mythos', 'Trust']",N/A,"Reparto, Producción, Guion",N/A
645,Partisan,Michael DiGioia,"['Finding Home', 'Thirsty']",N/A,Reparto,N/A
646,Partisan,Sebastian Banes,"['In the Family', 'Movie 43']",N/A,"Reparto, Equipos adicionales",1 premio
647,Partisan,Debra Zane,['Partisan'],N/A,Reparto,N/A
648,The Hitman and the Cleaner,Olivia Bellafontaine,"['Foreseen', 'Killing Joan']",N/A,Reparto,N/A
649,The Hitman and the Cleaner,Brahm Gallagher,"['The Cursed Man', 'Juego de tronos']",N/A,"Reparto, Producción",4 premios
650,The Hitman and the Cleaner,Harlan Paulson,"['The Hitman and the Cleaner', 'Tiempo de victoria: La dinastía de Los Lakers']",N/A,Reparto,N/A
651,The Hitman and the Cleaner,Nicholas Richardson,"['The Looming Tower', 'Genius']",N/A,"Reparto, Guion, Equipo ejecutivo",N/A
652,The Hitman and the Cleaner,Jeremy Threat,"['Expedición al pasado', 'Expedición X']",N/A,"Equipos adicionales, Reparto, Producción",N/A
653,Deserted,Yaara Pelzig,"['Good Family', 'Suicide']",1988,Reparto,1 nominación
654,Ghost Trigger,Bayland Rippenkroeger,"['Vengadores: Endgame', 'Guardianes de la Galaxia Vol. 3']",N/A,"Especialistas, Reparto, Equipos adicionales",1 premio y 7 nominaciones
655,Ghost Trigger,Rebecca Vickers,"['The Batman', 'Nación cautiva']",N/A,"Especialistas, Reparto","1,70 m"
656,Ghost Trigger,Alexander Smith,"['Beautiful boy, siempre serás mi hijo', 'La llamada de lo salvaje']",N/A,"Especialistas, Reparto",1 nominación
657,Ghost Trigger,Richard Lee Warren,"['Ghost Trigger', 'Poseidón']",N/A,"Reparto, Especialistas, Guion",N/A
658,245,John Wusah,"['The Scuttlebutt Assassins', 'ColorLines']",N/A,"Reparto, Producción, Equipos adicionales",N/A
659,245,Michael Sorensen,"['Dead End', 'Deer Season']",1978,"Producción, Reparto, Cámara y electricidad",N/A
660,245,Kisha Johnson,"[""Stompin'"", 'Seance']",N/A,Reparto,N/A
661,245,Bryson Pope,"[""Momma's Boy"", 'Not Just Another Day']",N/A,"Reparto, Equipos adicionales",N/A
662,245,Reese G,"['245', 'Honey 2']",N/A,Reparto,'Reese' Nance
663,Taser,Firass Dirani,"['Underbelly', 'Persecución extrema']",1984,"Reparto, Dirección",2 premios y 4 nominaciones
664,Taser,Sophie Katinis,"['Out of the Blue', 'Let Me Not']",1979,Reparto,N/A
665,Taser,Kerri Glasscock,"['Home and Away', 'Taser']",N/A,Reparto,N/A
666,Taser,Ben Simpson,"['Home and Away', 'Taser']",N/A,Reparto,N/A
667,Taser,Paul Darvill,['Taser'],N/A,Reparto,N/A
668,Claustrum,Ryan M. Skiles,['Claustrum'],N/A,Reparto,N/A
669,Claustrum,Ashley Bistline,['Claustrum'],N/A,Reparto,N/A
670,Claustrum,William Smith,['Claustrum'],N/A,Reparto,N/A
671,Claustrum,Casey Cunningham,"['Claustrum', 'The Angel and the Stockbroker']",N/A,Reparto,N/A
672,Claustrum,Daniel Thompson,['Claustrum'],N/A,Reparto,N/A
673,Claustrum,Aaron Stevens,"['Moreau', '2BR02B']",N/A,"Cámara y electricidad, Reparto, Sonido",N/A
674,Claustrum,Alex Long,"['Moreau', 'Paly']",N/A,"Cámara y electricidad, Reparto, Decoración",N/A
675,Claustrum,Alyssa Wills,['Claustrum'],N/A,Reparto,N/A
676,Jump Masters,William Smith,['Claustrum'],N/A,Reparto,N/A
677,Jump Masters,Casey Cunningham,"['Claustrum', 'The Angel and the Stockbroker']",N/A,Reparto,N/A
678,Jump Masters,Daniel Thompson,['Claustrum'],N/A,Reparto,N/A
679,Jump Masters,Aaron Stevens,"['Moreau', '2BR02B']",N/A,"Cámara y electricidad, Reparto, Sonido",N/A
680,Jump Masters,Alex Long,"['Moreau', 'Paly']",N/A,"Cámara y electricidad, Reparto, Decoración",N/A
681,Jump Masters,Alyssa Wills,['Claustrum'],N/A,Reparto,N/A
682,The Sun Does Not Exist,Kim Allan,"['El rey proscrito', 'La sustituta']",N/A,"Reparto, Guion",2 premios y 1 nominación
683,Kane,Glenn Payne,"['Earthrise', 'Trayecto infernal']",1982,"Reparto, Producción, Dirección",14 premios y 4 nominaciones
684,Kane,Cameron Spann,"['Headrush', 'Earthrise']",N/A,Reparto,N/A
685,Kane,Casey Dillard,"['Genrevolt', 'Trayecto infernal']",N/A,"Reparto, Guion, Producción",9 premios y 1 nominación
686,Kane,Amye Gousset,"['Mysterious Circumstance: The Death of Meriwether Lewis', 'El contador de cartas']",1972,"Reparto, Producción, Dirección",2 premios
687,Kane,Sherri Eakin,"['Will Trent: Agente Especial', 'Un fantasma anda suelto por casa']",N/A,Reparto,N/A
688,Kane,Casey Heflin,"['Attack of the Southern Fried Zombies', 'Earthrise']",N/A,"Maquillaje, Reparto, Vestuario",1 nominación
689,Kane,Greg Earnest,"['Echoes', 'Last Night']",N/A,"Reparto, Producción, Sonido","1,79 m"
690,Kane,Davis Manning,"['Illumination', 'Genrevolt']",N/A,Reparto,N/A
691,Sapphire Strange,Ellie Rose Boswell,"['How to Make Her Cheat', 'A Very Venice Romance']",N/A,"Reparto, Guion, Edición",1 premio y 1 nominación
692,Sapphire Strange,Ruth Connell,"['Sobrenatural', 'Disney Infinity 2.0: Marvel Super Heroes']",abril,"Reparto, Producción, Banda sonora",3 premios
693,Sapphire Strange,Paris Benjamin,"['Stranger Things', 'Succession']",julio,"Reparto, Efectos especiales",N/A
694,The Higher Power Revenge of a Menace,Xander Givens,"['The Higher Power Revenge of a Menace', 'Never Land']",N/A,"Cámara y electricidad, Reparto, Dirección",N/A
695,Black Wolf,Andrew Clabaugh,"['The Tunnel', 'Fear the Walking Dead']",N/A,"Equipos adicionales, Reparto, Guion",N/A
696,Black Wolf,Marcus Jones,"['Black Wolf', 'Ceresia']",N/A,"Cámara y electricidad, Edición, Producción",N/A
697,Black Wolf,Mike Raines,"['Cornman: American Vegetable Hero', 'Prison-a-Go-Go!']",N/A,"Sonido, Reparto, Composición",N/A
698,Black Wolf,Bryan Rainstein,"['Let Go', 'Magic Funhouse!']",N/A,"Reparto, Equipos adicionales, Dirección",N/A
699,Black Wolf,Jamie Rogers,"['Allen v. Farrow', 'Contra el silencio (On the Record)']",N/A,"Producción, Equipos adicionales",N/A
700,Black Wolf,Alexander Spear,"['Humor Me', 'Good Morning']",N/A,"Reparto, Producción, Equipos adicionales",N/A
701,Six,Shaimaa Ebied,"['Covid-25', 'Six']",N/A,"Reparto, Guion",N/A
702,Gutted,Byron Gibson,"['Rise of the Footsoldier 4: Marbella', 'English Dogs in Bangkok']",N/A,"Reparto, Especialistas, Producción",N/A
703,Gutted,Vithaya Pansringarm,"['Sólo Dios perdona', 'Petchakat']",1959,"Reparto, Guion, Producción",2 premios y 3 nominaciones
704,Gutted,Pilar Moraga,"['Lo Siento Laura', 'Gutted']",N/A,Reparto,N/A
705,Gutted,Leigh Barwell,"['Bet Dead Casino', 'English Dogs in Bangkok']",N/A,"Reparto, Guion, Vestuario",N/A
706,School Night,Xander Krohnfeldt,"['School Night', 'Breaking Good']",N/A,Reparto,N/A
707,School Night,Luke Thomley,"['School Night', 'Trade For Magic']",N/A,Reparto,N/A
708,School Night,Kenneth Bingsley,"['Bad Cop/Bad Cop', 'School Night']",N/A,Reparto,N/A
709,School Night,Chris Routhe,"['Chicago Fire', 'Chicago P.D.']",mayo,"Reparto, Producción, Equipo ejecutivo",N/A
710,Last Call,David Atrakchi,"['Riddle of Fire', 'El sumiller']",N/A,"Producción, Reparto, Dirección",8 premios y 15 nominaciones
711,Last Call,Sophie Meister,"['Last Call', 'Five to One']",1981,"Reparto, Producción, Guion",12 premios y 12 nominaciones
712,Last Call,Zazie Pruvot,['Last Call'],N/A,Reparto,N/A
713,Last Call,Florent Guyot,"['Malavita', 'Paralelos desconocidos']",N/A,Reparto,N/A
714,Last Call,Richard Keep,"['We Were the Lucky Ones', 'Testigo mudo']",N/A,Reparto,N/A
715,Last Call,James Gerard,"['The Serpent Queen', 'Spencer']",N/A,"Reparto, Producción",2 premios
716,Last Call,Ridvan Mjaku,"['Venganza: Conexión Estambul', 'Sur le fil']",N/A,"Reparto, Equipos adicionales",N/A
717,Last Call,Imer Kutllovci,"['Darknet-sur-Mer', 'De la India a París en un armario de Ikea']",N/A,Reparto,Imer Kutillovci
718,True Reprisal,Brandyn T. Williams,"['La primera purga: La noche de las bestias', 'Crossbreed']",1986,"Reparto, Producción, Especialistas",Brandon Williams
719,Genome,Shirley Claudia Charles,"['Un desmadre de viaje', ""It's Dark Here""]",N/A,Reparto,Shirley Charles
720,Genome,Greg Lucey,"['Sleepwalk', 'Here & Beyond']",N/A,"Reparto, Equipos adicionales",1 premio y 2 nominaciones
721,Genome,Thatcher Robinson,"['The Toy Soldiers', 'The Raking']",1990,"Reparto, Guion",1 premio
722,R.U.R.: Genesis,Chase Masterson,"['Yesterday Was a Lie', 'Star Trek: De dioses y hombres']",febrero,"Reparto, Producción, Guion",2 premios
723,R.U.R.: Genesis,Kipleigh Brown,"['Yesterday Was a Lie', 'R.U.R.: Genesis']",N/A,"Reparto, Guion",4 premios
724,R.U.R.: Genesis,James Ellis Lane,"['Los increíbles Powell', 'The Ballad of Mary & Ernie']",N/A,"Reparto, Cámara y electricidad, Edición",James Lane
725,R.U.R.: Genesis,Amara Cash,"['Daddy Issues', ""I'll Eat You Alive""]",1987,"Dirección, Guion, Reparto",4 premios y 2 nominaciones
726,R.U.R.: Genesis,Vic Mignogna,"['Star Trek continúa', 'Fullmetal Alchemist: La estrella sagrada de Milos']",1962,"Reparto, Música, Guion",13 premios y 9 nominaciones
727,R.U.R.: Genesis,John Champion,"['DVD Geeks', ""World's Scariest Model Train Wrecks""]",N/A,"Guion, Cámara y electricidad, Reparto",N/A
728,R.U.R.: Genesis,Mary Czerwinski,"['Pray with Us', 'Star Trek continúa']",N/A,"Reparto, Equipos adicionales, Guion",N/A
729,R.U.R.: Genesis,Vanessa Loret,['R.U.R.: Genesis'],N/A,Reparto,"1,70 m"
730,Ukrainian Lessons,Dmytro Yaroshenko,"['Zaboronenyy', 'Brama']",N/A,Reparto,N/A
731,Ukrainian Lessons,Viktor Marvin,"['Ukrainian Lessons', 'Paradzhanov']",N/A,Reparto,N/A
732,Feed B: The Making of Feed A,Anna Sergejeva,"['Ukrainian Lessons', 'Eesti matus']",N/A,Reparto,N/A
733,Feed B: The Making of Feed A,Eugene Sosnovskiy,"['Ukrainian Lessons', 'Once Upon a Mine']",N/A,Reparto,N/A
734,Feed B: The Making of Feed A,Mary Czerwinski,"['Pray with Us', 'Star Trek continúa']",N/A,"Reparto, Equipos adicionales, Guion",N/A
735,Feed B: The Making of Feed A,Vanessa Loret,['R.U.R.: Genesis'],N/A,Reparto,"1,70 m"
736,Worst Case Scenario,Caroline Dehareng,"['Worst Case Scenario', ""PlayBoy's Bend: PopKid 2000""]",N/A,Reparto,N/A
737,Worst Case Scenario,Youssef Khattabi,"['The Touch of Evil', 'Worst Case Scenario']",N/A,Reparto,N/A
738,Worst Case Scenario,Michael Fromowicz,"['Lindenstraße', 'El extraño color de las lágrimas de tu cuerpo']",N/A,Reparto,N/A
739,Worst Case Scenario,Dan Sluijzer,"['Laberintos', 'Rabbid Jacob']",N/A,"Reparto, Producción",N/A
740,Worst Case Scenario,Andreas Perschewski,"['OVNI(s)', 'Vermist']",N/A,Reparto,N/A
741,Worst Case Scenario,Serge Swysen,"['Le festin de la mante', 'La volante']",N/A,Reparto,N/A
742,Worst Case Scenario,Jean-Marc Librale,"['Paradis terrestre II', 'Fat Cat']",N/A,Reparto,N/A
743,Worst Case Scenario,Muriel Ferrer,"['Mauvais genres (transfixion)', 'Last Night on Earth']",N/A,Reparto,N/A
744,Wild Horses,Mireille Enos,"['Guerra mundial Z', 'Si decido quedarme']",1975,Reparto,2 premios y 9 nominaciones en total
745,Wild Horses,Brooke Shields,"['El lago azul', 'La pequeña']",1965,"Reparto, Producción, Dirección",14 premios y 24 nominaciones
746,Wild Horses,Barbara Tarbuck,"['Pisando fuerte', 'Cortocircuito']",1942,Reparto,1 nominación
747,Wild Horses,Tuff,"['Wild Horses', 'VH-1 Where Are They Now?']",N/A,Reparto,N/A
748,Wild Horses,John Bowman,"['Wild Horses', 'The Meanest Man in Texas']",N/A,"Reparto, Equipos adicionales",N/A
749,The Job,William Gibney,['The Job'],N/A,Reparto,N/A
750,The Job,Patrick Nolan,"['Batman Begins', 'The Job']",N/A,Reparto,N/A
751,The Job,Emmet O'Dea,['The Job'],N/A,"Reparto, Producción",N/A
752,The Job,Jake O'Dea,['The Job'],N/A,Reparto,N/A
753,The Cookie Crumbles,Andrea Gibbs,"['Hug the Sun', 'An Ideal Host']",N/A,"Reparto, Guion",N/A
754,The Cookie Crumbles,Max Leech,['The Cookie Crumbles'],N/A,Reparto,N/A
755,Sirens,Ryan Watson,"['Sons of Virginia', 'Sirens']",N/A,Reparto,N/A
756,Sirens,Richard Scott,"['The Darkness Descending', 'Mano a Mano']",1976,"Reparto, Producción, Sonido","1,78 m"
757,Sirens,Jared Durdon,"['Second Moon', 'Sirens']",N/A,"Reparto, Especialistas",N/A
758,Sirens,Carlos Luis Orrala,"['Mano a Mano', 'Grand Theft Auto V']",N/A,"Reparto, Equipos adicionales",N/A
759,Sirens,Alex Gunn,"['Wake Up!', 'The Plug']",N/A,"Reparto, Producción, Dirección",N/A
760,Sirens,Berly Ellis,"['Aileron', 'Stranglehold']",N/A,"Reparto, Producción, Dirección de producción",1 premio
761,Sirens,Andrea Carlisle Rodriguez,"['Dos hombres y medio', 'Colgados en Filadelfia']",N/A,"Reparto, Guion, Producción",Andrea Carlisle
762,Sirens,Wendy Lee,['Sirens'],N/A,Reparto,N/A
763,G.I. Faux,Danielle Emma Baird,"['Time for Sunset', 'Scrambled']",N/A,"Maquillaje, Reparto, Cámara y electricidad",N/A
764,G.I. Faux,Kayla Baker,"['A Federal Case', 'G.I. Faux']",N/A,Reparto,N/A
765,G.I. Faux,Finley Bell,"['Happy Birthday', ""The Griffin's Seal""]",N/A,Reparto,N/A
766,G.I. Faux,Gareth Bell,"['Angelo Badalamenti feat. Kid Moxie: Mysteries of Love', 'Wherefore Art Thou?']",N/A,"Reparto, Equipos adicionales",N/A
767,G.I. Faux,Avery Clynes,"['Notes', 'The Ant Farm']",2003,"Reparto, Guion","1,57 m"
768,G.I. Faux,Mackenzie Clynes,"['Notes', 'The Ant Farm']",2003,"Reparto, Guion","1,55 m"
769,G.I. Faux,Hunter Fischer,"['Hickok el pistolero', 'American Violence']",N/A,Reparto,1 premio y 5 nominaciones
770,G.I. Faux,Kimberly Hernandez,"['200 M.P.H.', 'Reyna: Ang makulay na pakikipagsapalaran ng ma achucherva, achuchuva, achechenes...']",N/A,Reparto,N/A
771,Caterpillar Has Wings,Debshankar Haldar,"['Raasta', 'Ek Je Ache Sohor']",1965,Reparto,N/A
772,Caterpillar Has Wings,Papiya Chakraborty,"['Anuranan', 'Bhombal Sardar']",N/A,Reparto,N/A
773,Devil's Night,Panthea Vatandoost,"['Embrujadas', 'Las escalofriantes aventuras de Sabrina']",N/A,"Reparto, Producción, Dirección",1 nominación
774,Devil's Night,Mike Cook,"['Blade: Trinity', 'Get Carter (Asesino implacable)']",1957,"Reparto, Especialistas",N/A
775,Devil's Night,Sonny Litt,"['Ace, el mejor amigo de la familia', 'Aliens in America']",1983,"Reparto, Dirección de casting, Producción",N/A
776,Devil's Night,Kate Craven,"['Batwoman', 'Historias de Chesapeake']",1982,"Reparto, Equipos adicionales, Producción",2 nominaciones
777,Devil's Night,Mandip Sandhu,"[""Devil's Night"", 'The Line']",N/A,"Reparto, Producción, Dirección",N/A
778,Devil's Night,Vaughn Clements,"['Arrow', 'Continuum']",N/A,Reparto,N/A
779,Devil's Night,Thomas Potter,"['La guerra del planeta de los simios', 'Predator']",N/A,"Equipos adicionales, Reparto, Especialistas",1 nominación
780,Devil's Night,Donovan Cerminara,"['Operation: Sunrise', 'No Good Deed']",N/A,"Reparto, Guion, Dirección de la segunda unidad o asistencia a dirección",N/A
781,Broken Knuckles,George Jac,"['Twisted', 'The Risk Rule']",1986,"Dirección, Producción, Dirección de fotografía y cámara",5 premios y 8 nominaciones
782,Broken Knuckles,Joe Hurley,"['Under New Management', 'Traveler']",N/A,"Reparto, Guion, Dirección",N/A
783,Broken Knuckles,Darrell Philip,"['How to Hack Birth Control', 'The Algerian']",N/A,Reparto,1 premio
784,Broken Knuckles,Tyson Suzuki,"['Broken Knuckles', 'The Vanishing Boxer']",N/A,"Reparto, Equipos adicionales",N/A
785,Broken Knuckles,Ed Dyer,"['Janked', 'Paranormal Adoption']",2022,Reparto,N/A
786,Broken Knuckles,Amy Dowell,"['Lucid', 'Broken Knuckles']",N/A,"Reparto, Guion, Producción",N/A
787,Broken Knuckles,Eva Ceja,"['S.W.A.T.: Los hombres de Harrelson', 'Crazy Ex-Girlfriend']",diciembre,"Reparto, Producción, Guion",4 premios y 2 nominaciones
788,Broken Knuckles,Jarreau Moore,['Broken Knuckles'],N/A,Reparto,N/A
789,Beginners Luck,Stuart Amos,"['Beginners Luck', 'Shark Tank']",N/A,Reparto,N/A
790,Beginners Luck,Max Collins,"['Beginners Luck', 'A Silent Waltz']",N/A,Reparto,N/A
791,Beginners Luck,Mellanie Hubert,"['Super Fan', 'La última bandera']",N/A,"Reparto, Equipos adicionales, Producción",N/A
792,OstrichLand,Mike C. Nelson,"['Terapia sin filtro', 'Black-ish']",N/A,"Reparto, Producción, Guion",4 premios y 3 nominaciones
793,Divulgence,Melissa Bergman,"['Divulgence', 'Upldr']",N/A,Reparto,N/A
794,Divulgence,Justin Chavers,"['Black Adam', 'Ghosting']",N/A,"Especialistas, Reparto",N/A
795,Divulgence,James Delhauer,"['The End', 'Family Business']",N/A,"Equipos adicionales, Cámara y electricidad, Edición",N/A
796,Divulgence,Peru Diaz,"['Centurion A.D.', 'Organize Chaos']",N/A,Reparto,N/A
797,Divulgence,John Robert Keena,"['Hotel Secrets & Legends', 'Princess Rap Battle']",N/A,"Reparto, Cámara y electricidad, Especialistas",N/A
798,Divulgence,Charlene Krystle,['Divulgence'],N/A,Reparto,N/A
799,Divulgence,Dove Meir,"['Al borde', 'NCIS: Los Ángeles']",julio,Reparto,1 nominación
800,Divulgence,Michael Silva,"['Like Wolves', 'Blood Ransom']",N/A,"Reparto, Especialistas, Dirección",4 premios y 8 nominaciones
801,Double Agent,Shaun Charney,"['Slug Street Scrappers: Beat Em Up', 'Slug Street Scrappers']",N/A,"Especialistas, Reparto, Cámara y electricidad",N/A
802,Double Agent,David Cooley,"['The Wolves of Savin Hill', 'Call of Duty: Black Ops III']",N/A,"Reparto, Sonido, Equipos adicionales",1 nominación
803,Double Agent,Rosie Garcia,"['Jane the Virgin', 'I Accidentally Domed Your Son']",N/A,"Reparto, Producción",Rose Garcia
804,Double Agent,David Rountree,"['Cut!', 'xXx 2: Estado de emergencia']",agosto,"Dirección, Producción, Reparto",6 premios y 5 nominaciones
805,Fusilier,Jeffrey Mundell,"['Dark Ages', 'Birdwatcher']",N/A,"Reparto, Dirección, Guion","1,96 m"
806,Fusilier,David Dobson,"['Doctor Who: The Eighth Doctor Adventures', 'Lancaster Skies']",N/A,Reparto,N/A
807,Fusilier,Vin Hawke,"['Battle Over Britain', 'The Terror']",N/A,Reparto,N/A
808,Fusilier,Luke Williams,"['Lancaster Skies', 'Spitfire Over Berlin']",N/A,"Reparto, Equipos adicionales",N/A
809,Fusilier,Jess Wood,"['Enemy of the Heart', 'To Know Him']",N/A,"Reparto, Producción",N/A
810,Fusilier,Robert Francis,"['The Drift', 'Lancaster Skies']",N/A,"Reparto, Arte, Sonido",N/A
811,Fusilier,Steven Hooper,"['Seeds', 'Auguste']",N/A,Reparto,N/A
812,Fusilier,David Bockhart,['Fusilier'],N/A,Reparto,N/A
813,Day of the Hunter,Ric J. Garcia,"['Crescent City Origins', 'Day of the Hunter']",N/A,Reparto,N/A
814,Day of the Hunter,Alaric Hayden,"['Day of the Hunter', 'Morning Has Broken']",N/A,"Reparto, Composición",N/A
815,Day of the Hunter,Danielle Hayden-Jones,"['Day of the Hunter', 'A Day in the Life of Young Robin Hood']",N/A,Reparto,N/A
816,Day of the Hunter,Gabby Moore,"['The Note', 'The Paper']",N/A,"Reparto, Dirección, Guion",N/A
817,Day of the Hunter,Marie Moore,"[""God's Games"", 'Sick']",N/A,"Reparto, Dirección, Producción",N/A
818,Day of the Hunter,Sammy Moore,"['The Note', 'Sick']",N/A,"Reparto, Dirección de fotografía y cámara, Edición",N/A
819,The Keeper,Andrew Falberg,"['The Keeper', 'A Truncated Story of Infinity']",N/A,Reparto,N/A
820,The Keeper,Zen Lestef,['The Keeper'],N/A,Reparto,N/A
821,The Keeper,E. Talley II,"['Giorgio Bush and the B-people', 'The Way']",N/A,"Reparto, Composición",E. Talley
822,The Keeper,Tisa Key,"['What Is Love?', 'Where Is the Love?']",N/A,"Guion, Dirección, Producción",2 premios y 11 nominaciones
823,The Keeper,Razor Rizzotti,"['Contract', 'Lucha Libre Life']",N/A,"Reparto, Especialistas, Dirección",N/A
824,The Keeper,Joshua Paled,"['Ph1: Beyond the Music - Special Guest', 'Beyond the Music: Special Guest']",N/A,"Reparto, Guion, Especialistas",Josh Paled
825,The Keeper,Mariana Colombino,['The Keeper'],N/A,"Reparto, Sonido",N/A
826,The Keeper,Luciano Castilho,['The Keeper'],N/A,"Reparto, Dirección de la segunda unidad o asistencia a dirección",N/A
827,Island Song,Thomas Daniel Smith,"['Madres forzosas', 'Major Crimes']",N/A,"Reparto, Producción",1 premio
828,Island Song,Benny Demus,"['Damaged Goods', 'Alvin y las ardillas: Fiesta sobre ruedas']",N/A,"Reparto, Dirección, Guion",N/A
829,Island Song,Martin Dew,"['El hilo invisible', 'The Master']",N/A,"Reparto, Equipos adicionales",N/A
830,Island Song,George Silcott II,"['Island Song', 'My Virgin Islands Carnival 2010']",N/A,"Reparto, Transporte",N/A
831,Island Song,Richard Gant,"['Norbit', 'Viernes 13: El final. Jason se va al infierno']",1944,"Reparto, Banda sonora",N/A
832,Island Song,Karim Mahmud,"['Against the Grain', 'Oakville']",N/A,"Reparto, Producción",N/A
833,Island Song,Robert White,['Island Song'],N/A,Reparto,N/A
834,Island Song,Aisha Alese,"['Make a Movie Like Spike', 'CV Nation']",N/A,Reparto,Aisha Alese Young
835,The Rookery,Denise Scott Davis,"['The Rookery', 'Red Canopy']",N/A,Reparto,N/A
836,The Rookery,Darri Ingolfsson,"['Dexter', 'Último destino']",1979,"Reparto, Dirección, Dirección de fotografía y cámara",Darrin Ingolfsson
