,nombre_peli,nombre_actxr,conocido_por,year_nacimiento,profesiones_string,premios
57,Two Shadows,Brianna Knickerbocker,"['Fire Emblem: Fates', 'Durarara!!x2']",1982,"Reparto, Sonido",3 premios y 3 nominaciones
58,Trampoline,Nathaniel Kuster,['Trampoline'],N/A,N/A,N/A
59,Trampoline,Joshua Moyle,['Trampoline'],N/A,N/A,N/A
60,Trampoline,Stephen Rife,['Trampoline'],N/A,N/A,N/A
61,Trampoline,Chanel Tattenbach,['Trampoline'],N/A,N/A,N/A
62,Trampoline,Johann Tattenbach,['Trampoline'],N/A,N/A,N/A
63,Trampoline,Tabitha Tattenbach,['Trampoline'],N/A,N/A,N/A
64,Marea letal,Halle Berry,"['Catwoman', 'Gothika']",1966,"Reparto, Producción, Dirección",N/A
65,Marea letal,Olivier Martinez,"['Infiel', 'Vidas ajenas']",1966,Reparto,2 premios y 2 nominaciones
66,Marea letal,Sizwe Msutu,"['Marea letal', 'Human Cargo']",N/A,"Reparto, Equipos adicionales",N/A
67,Marea letal,Mark Elderkin,"['Black Sails', 'Madiba']",1981,"Reparto, Arte",N/A
68,Marea letal,Thoko Ntshinga,"['Marea letal', 'Donkerbos']",N/A,"Reparto, Equipos adicionales",N/A
69,Marea letal,Henrik Vos,['Marea letal'],N/A,Reparto,N/A
70,Marea letal,Judith Kronenberg-Sarembock,['Marea letal'],N/A,Reparto,N/A
71,Marea letal,Wayne Harrison,['Marea letal'],N/A,Reparto,N/A
72,Un amor de película,Antonio Chamizo,"['La fuga', 'Días sin luz']",1972,"Reparto, Especialistas",N/A
73,Un amor de película,Geraldine Chaplin,"['Hable con ella', 'Nashville']",1944,"Reparto, Guion, Banda sonora",28 premios y 13 nominaciones en total
74,Un amor de película,Maria Grazia Cucinotta,"['El mundo nunca es suficiente', 'El cartero (y Pablo Neruda)']",1968,"Reparto, Producción, Dirección",13 premios y 1 nominación
75,Un amor de película,Juan Fernández,"['Diablo (A Man Apart)', 'The Collector']",1956,"Reparto, Equipos adicionales, Producción",N/A
76,Un amor de película,Rodrigo Guirao Díaz,"['Amas de casa desesperadas', 'Baires']",1980,"Reparto, Banda sonora",1 nominación
77,Un amor de película,Diego Musiak,"['Historias clandestinas en La Habana', 'Fotos del alma']",1969,"Dirección, Guion, Producción",N/A
78,Un amor de película,Jorge Perugorría,"['Habana abierta', 'Fresa y chocolate']",1965,"Reparto, Dirección, Producción",12 premios y 3 nominaciones
79,Married but Living Single,Joseph Benjamin,"['Greenleaf', 'Claws']",N/A,Reparto,1 nominación
80,Married but Living Single,Funke Akindele,"['Omo Ghetto: La saga', 'Jénífà']",1976,"Reparto, Guion, Producción",N/A
81,Married but Living Single,Adeola Faseyi,['Married but Living Single'],N/A,Reparto,N/A
82,Married but Living Single,Kalejaiye Paul,"['Married but Living Single', 'Social Media 101']",N/A,Reparto,N/A
83,Married but Living Single,Joke Silva,"['30 Days', 'Potato Potahto']",N/A,Reparto,N/A
84,Married but Living Single,Kubra Emokpaire,"['Married but Living Single', 'Ticket to Life']",N/A,Reparto,N/A
85,Married but Living Single,Eniola Ogunmefun,['Married but Living Single'],N/A,Reparto,N/A
86,Married but Living Single,Tina Mba,"['The Set Up', 'Tango with Me']",N/A,Reparto,N/A
87,Lost in the Crack,Rob Lutz,['Lost in the Crack'],N/A,"Dirección, Reparto, Guion",N/A
88,Lost in the Crack,Kalejaiye Paul,"['Married but Living Single', 'Social Media 101']",N/A,Reparto,N/A
89,Lost in the Crack,Joke Silva,"['30 Days', 'Potato Potahto']",N/A,Reparto,N/A
90,Lost in the Crack,Kubra Emokpaire,"['Married but Living Single', 'Ticket to Life']",N/A,Reparto,N/A
91,Lost in the Crack,Eniola Ogunmefun,['Married but Living Single'],N/A,Reparto,N/A
92,Lost in the Crack,Tina Mba,"['The Set Up', 'Tango with Me']",N/A,Reparto,N/A
93,School - Spirituality Through Classrooms,R.P. Bashyal,['School - Spirituality Through Classrooms'],N/A,Reparto,N/A
94,School - Spirituality Through Classrooms,Sabin Basnet,"['Mastiska', 'Celebrating the Life of Gehendra Dhimal']",1989,"Localización, Equipos adicionales, Reparto",N/A
95,School - Spirituality Through Classrooms,Jeevan Bhattarai,['School - Spirituality Through Classrooms'],N/A,Reparto,N/A
96,School - Spirituality Through Classrooms,Manila Gautam,['School - Spirituality Through Classrooms'],N/A,Reparto,N/A
97,School - Spirituality Through Classrooms,Ravi Giri,"['School - Spirituality Through Classrooms', 'Seto Bagh']",N/A,Reparto,N/A
98,School - Spirituality Through Classrooms,Pratham K.C.,['School - Spirituality Through Classrooms'],N/A,Reparto,N/A
99,School - Spirituality Through Classrooms,Sushmita K.C.,"['Super Star', 'Nepali Babu']",N/A,"Reparto, Guion",N/A
100,School - Spirituality Through Classrooms,Rabindra Khadka,"['Bhagya Rekha', 'School - Spirituality Through Classrooms']",N/A,Reparto,N/A
101,Hope,Robert Blanche,"['Hombres de honor', 'Rose Red']",1962,"Reparto, Guion, Producción",1 premio
102,Hope,Danny Bruno,"['Latidos en la oscuridad', 'Grimm: Bad Hair Day']",N/A,Reparto,N/A
103,Hope,Laura Duyn,"['Alone', 'Cell Count']",N/A,"Reparto, Producción",N/A
104,Hope,Mercedes Rose,"['Sunshine Girl and the Hunt for Black Eyed Kids', 'The Investigation Into the Haunting of Sunshine Girl']",1972,"Reparto, Producción, Guion",N/A
105,Weekend Getaway,Pat Akpabio,"['Weekend Getaway', 'The Final Oath']",N/A,Reparto,N/A
106,Weekend Getaway,Monalisa Chinda,"['Lagos Cougars', 'Weekend Getaway']",N/A,"Reparto, Producción",1 nominación
107,Weekend Getaway,Emeka Duru,"['Cooked Up Love', 'Ordinary People']",N/A,"Dirección de producción, Reparto, Producción",N/A
108,Weekend Getaway,Ini Edo,"['La citación', 'While You Slept']",1982,"Reparto, Producción",2 nominaciones
109,Weekend Getaway,Uru Eke,"['Remember Me', 'Last Flight to Abuja']",N/A,"Reparto, Producción, Dirección",N/A
110,Weekend Getaway,Alexx Ekubo,"['Accidental Affair', 'Zero Hour']",N/A,Reparto,N/A
111,Weekend Getaway,Eno Ekwere,"['Weekend Getaway', 'The Final List']",N/A,Reparto,N/A
112,Weekend Getaway,Ini Ikpe,"['Weekend Getaway', ""I'll Take My Chances""]",N/A,Reparto,N/A
113,Document,Raphael Barker,"['Shortbus', 'Breakdowns']",N/A,Reparto,2 nominaciones
114,Document,Laura Norman,"['Más dura será la caída', 'Interrogation']",N/A,Reparto,N/A
115,Document,Kate Avallone,"['El estrangulador de Boston', 'El bar de las grandes esperanzas']",N/A,"Reparto, Guion, Producción",N/A
116,Document,Joe Bocian,"['Oleander', 'Work']",N/A,"Reparto, Producción, Guion",N/A
117,Document,Chaz Grundy,"['Rocky Mountain Oysters', 'The Invisible Man']",N/A,"Reparto, Cámara y electricidad",N/A
118,Document,Andy Wyman,"['Document', 'Goth']",N/A,Reparto,N/A
119,Document,Stacey Scarbery,['Document'],N/A,Reparto,N/A
120,Backroad,Matthew Carter,"['Dropa', 'Backroad']",N/A,"Reparto, Producción, Cámara y electricidad","1,80 m"
121,Backroad,Greg Dean,"['Lillian', 'Abide']",N/A,"Reparto, Dirección, Guion",N/A
122,Backroad,Elizabeth McCain,"['Backroad', 'Spiked']",N/A,Reparto,N/A
123,Backroad,Julie Oliver-Touchstone,"['The Dark and the Wicked', 'Twisted Metal']",N/A,"Reparto, Dirección de casting, Casting",1 nominación
124,Backroad,Michael Marlowe,"['Backroad', 'The Last Mark']",N/A,Reparto,N/A
125,Backroad,Norris T. Thompson II,['Backroad'],N/A,Reparto,N/A
126,Determinism,Amaobi Anyaogu,['Determinism'],N/A,Reparto,N/A
127,Determinism,Chris Bunch,['Determinism'],N/A,Reparto,N/A
128,Determinism,Lyne Geneste,['Determinism'],N/A,Reparto,N/A
129,Determinism,Mike Ghelardi,['Determinism'],N/A,Reparto,N/A
130,Determinism,Kyle Godwin,"['30 for 30 Shorts', '30 for 30']",N/A,"Equipos adicionales, Producción, Reparto",N/A
131,Determinism,Darcel Grant,"['Determinism', 'Free Ride']",N/A,"Reparto, Maquillaje",N/A
132,Determinism,Cornelius Henke III,"['Warrior', '4th and Forever']",N/A,"Efectos visuales, Cámara y electricidad, Equipos adicionales",N/A
133,Determinism,Ismael Iniguez,['Determinism'],N/A,Reparto,N/A
134,Seyis,Begench Allaberdyev,['Seyis'],N/A,Reparto,N/A
135,Delusions of Grandeur,Ronnie Alvarez,"['Barking Mad', 'Derelict']",N/A,Reparto,1 premio
136,Delusions of Grandeur,Salvador Benavides,"['The Death of Salvador Dali', 'The Holy Man']",N/A,"Reparto, Dirección de arte",N/A
137,Delusions of Grandeur,Rafael O. Calderón,"[""Maria Costa's Macho Men and the Women Who Love Them"", 'Delusions of Grandeur']",N/A,"Producción, Reparto, Guion",N/A
138,Delusions of Grandeur,Leana Chavez,"['Mentes criminales', 'Honey Boy']",N/A,Reparto,N/A
139,Delusions of Grandeur,Rina Fernandez,"['Como Dios', 'El Chupacabra']",N/A,"Reparto, Producción, Dirección",N/A
140,Delusions of Grandeur,Mary E. Fry,"['Una pequeña mentira', 'Una chica bonita como tú']",1959,"Dirección de casting, Producción, Reparto",N/A
141,Delusions of Grandeur,Kevin Leung,"['Invincible Scripture', 'Someone I Used to Know']",1980,"Reparto, Producción, Especialistas",N/A
142,Delusions of Grandeur,Emanuel Loarca,"['Mi Niña (My Little Girl)', 'Los Consejos de la Abuela']",N/A,"Reparto, Dirección, Producción",15 premios y 2 nominaciones
143,Contraband,Robert Wahlberg,"['The Equalizer: El protector', 'Infiltrados']",1967,"Reparto, Producción",N/A
144,Contraband,Caleb Landry Jones,"['Tres anuncios en las afueras', 'X-Men: Primera generación']",1989,"Reparto, Banda sonora",9 premios y 13 nominaciones
145,Contraband,Jason Mitchell,"['Straight Outta Compton', 'Mudbound']",1987,"Reparto, Producción",11 premios y 13 nominaciones
146,Contraband,Paul LeBlanc,['Contraband'],N/A,"Reparto, Equipos adicionales",N/A
147,Contraband,Mark Wahlberg,"['The Fighter', 'Boogie Nights']",1971,"Producción, Reparto, Composición",24 premios y 83 nominaciones en total
148,Contraband,Ben Foster,"['Comanchería', 'El tren de las 3:10']",1980,"Reparto, Producción, Dirección",8 premios y 46 nominaciones en total
149,Contraband,Michael J. Taylor,['Contraband'],N/A,Reparto,N/A
150,Contraband,John Russ Broussard,['Contraband'],N/A,Reparto,N/A
151,Aglaja,Eszter Ónodi,"['Boldog születésnapot!', 'Az alkimista és a szüz']",1973,"Reparto, Banda sonora",5 premios y 1 nominación
152,Aglaja,Babett Jávor,['Aglaja'],N/A,Reparto,N/A
153,Aglaja,Piroska Móga,"['Komoly dolgok', 'Strangled']",1990,Reparto,N/A
154,Aglaja,Zsolt Bogdán,"['Dallas Pashamende', 'Orizont']",1964,Reparto,N/A
155,Aglaja,Janka Dobi,['Aglaja'],N/A,Reparto,N/A
156,Aglaja,Tamás Keresztes,"['Sunshine', 'Bet on Revenge']",1978,"Reparto, Composición",Tamas Keresztes
157,Aglaja,Ráhel Solténszky,"['Aglaja', 'Régimódi történet']",1997,"Reparto, Dirección de la segunda unidad o asistencia a dirección",N/A
158,Aglaja,Gergely Kovács,"['Kalózok', 'Carry Me Away']",1987,"Reparto, Dirección de la segunda unidad o asistencia a dirección",N/A
159,Goodbye Promise,Gregor Collins,"['Goodbye Promise', 'Ted Bundy Had a Son']",1976,"Producción, Reparto, Guion",Gregor G. Collins
160,Goodbye Promise,Sarah Prikryl,"['Heart of Wilderness', 'Goodbye Promise']",agosto,"Reparto, Producción, Dirección",1 premio
161,Goodbye Promise,Todd Cattell,"['Starfield', 'American Horror Stories']",octubre,"Reparto, Producción",N/A
162,Goodbye Promise,Karen Worden,"['This Journey Could Not Stop in Tucson', 'Night Before the Wedding']",N/A,"Reparto, Producción, Dirección",N/A
163,Goodbye Promise,Brian Durkin,"['Anatomía de Grey', 'MacGyver']",septiembre,"Guion, Reparto, Producción",N/A
164,Goodbye Promise,Len Cordova,"['American Horror Story', 'Revenge']",N/A,Reparto,N/A
165,Goodbye Promise,Christopher Guckenberger,"[""Tim and Eric's Billion Dollar Movie"", ""Don't Listen to the Cookie, Franklin""]",N/A,"Reparto, Arte, Producción",Chris Guckenberger
166,Goodbye Promise,Tyshawn Bryant,"[""Mutant Vampire Zombies from the 'Hood!"", 'The O.C.']",N/A,"Reparto, Música, Producción",N/A
167,Five Hours South,Kate Nauta,"['Transporter 2', 'Papá por sorpresa']",1982,"Reparto, Música, Banda sonora",N/A
168,Five Hours South,Jordan Bridges,"['Rizzoli & Isles', 'Juego de ladrones: El atraco perfecto']",1973,"Reparto, Banda sonora",N/A
169,Five Hours South,Brooklyn Sudano,"['Cruel Summer', 'Venganza: Orígenes']",1981,"Reparto, Dirección, Producción",1 premio y 3 nominaciones
170,Five Hours South,Louise Linton,"['Me You Madness', 'Intruder']",1980,"Reparto, Producción, Dirección",N/A
171,Five Hours South,Jeannine Kaspar,"['Iron Man', 'Paper Covers Rock']",N/A,"Reparto, Producción",1 premio
172,Five Hours South,Andres Londono,"['Narcos: México', 'A Day for Driving']",N/A,"Reparto, Guion, Dirección",N/A
173,Five Hours South,Riccardo Acerbi,"['Internado diabólico (Aenigma)', 'Black Tunnel']",N/A,Reparto,Ricardo Acerbi
174,Five Hours South,Giulia Grandinetti,"['Alice and the Land That Wonders', 'GuineaPig']",1989,"Producción, Dirección, Reparto",N/A
175,Ridi Pagliaccio,Tonino Risuleo,"[""Cheste so' sarde e cheste so' alici"", 'Ridi Pagliaccio']",N/A,"Reparto, Dirección, Guion",N/A
176,Ridi Pagliaccio,Fulvio Risuleo,"['Varicella', 'Notte fantasma']",1991,"Dirección, Guion, Producción",N/A
177,Ridi Pagliaccio,Fabio Moneta,['Ridi Pagliaccio'],N/A,Reparto,N/A
178,Ridi Pagliaccio,Paola Risa,['Ridi Pagliaccio'],N/A,Reparto,N/A
179,Smitty,Brandon Tyler Russell,"['Anatomía de Grey', 'Smitty']",1995,Reparto,4 premios y 6 nominaciones
180,Smitty,Freddie James,['Smitty'],N/A,Reparto,N/A
181,Smitty,Peter Fonda,"['Easy Rider (Buscando mi destino)', 'El tren de las 3:10']",1940,"Reparto, Dirección, Guion",N/A
182,Smitty,Mira Sorvino,"['Poderosa Afrodita', 'Asesinos de reemplazo']",1967,"Reparto, Producción, Banda sonora",18 premios y 22 nominaciones en total
183,Smitty,Louis Gossett Jr.,"['Oficial y caballero', 'Enemigo mío']",1936,"Reparto, Producción, Dirección",N/A
184,Smitty,Jason London,"['Movida del 76', 'A Wong Foo, ¡gracias por todo! Julie Newmar']",1972,"Reparto, Producción, Guion",5 premios y 5 nominaciones
185,Smitty,Lolita Davidovich,"['Hollywood: Departamento de homicidios', 'El escándalo Blaze']",1961,Reparto,1 premio y 5 nominaciones
186,Smitty,Booboo Stewart,"['La saga Crepúsculo: Amanecer - Parte 1', 'La saga Crepúsculo: Eclipse']",1994,"Reparto, Especialistas, Producción",2 premios y 2 nominaciones
187,Byzantium,Saoirse Ronan,"['Hanna', 'Brooklyn']",1994,"Reparto, Producción, Banda sonora",N/A
188,Byzantium,Barry Cassin,"['La venganza del conde de Montecristo', 'Byzantium']",1924,Reparto,Barry Cassins
189,Byzantium,Gemma Arterton,"['Prince of Persia: Las arenas del tiempo', 'Byzantium']",1986,"Reparto, Producción, Banda sonora",2 premios y 14 nominaciones en total
190,Byzantium,David Heap,"['Byzantium', 'Entre la razón y la locura']",N/A,Reparto,N/A
191,Byzantium,Warren Brown,"['The Responder', 'Ten Pound Poms']",mayo,"Reparto, Producción, Dirección de la segunda unidad o asistencia a dirección",1 premio y 5 nominaciones
192,Byzantium,Ruby Snape,"['Byzantium', 'Parting Shots']",1968,Reparto,N/A
193,Byzantium,Thure Lindhardt,"['Flame y Citrón', 'Ángeles y demonios']",1974,"Reparto, Dirección, Producción",5 premios y 13 nominaciones
194,Byzantium,Jenny Kavanagh,"['Byzantium', 'The Take']",N/A,"Reparto, Especialistas",N/A
195,Soda Springs,Jay Pickett,"['Soda Springs', 'Abandonada']",1961,"Reparto, Producción, Guion",3 premios
196,Soda Springs,Tom Skerritt,"['Alien, el octavo pasajero', 'Contact']",1933,"Reparto, Dirección, Producción",7 premios y 12 nominaciones en total
197,Soda Springs,Victoria Pratt,"['Mutante-X', 'Atrapado en el tiempo (Day Break)']",1970,"Reparto, Equipos adicionales",1 nominación
198,Soda Springs,Michael Bowen,"['Kill Bill: Volumen 1', 'La última casa a la izquierda']",1958,"Reparto, Banda sonora",2 premios
199,Soda Springs,Patty McCormack,"['The Master', 'Los Roper']",1945,"Reparto, Música, Producción",4 premios y 2 nominaciones en total
200,Soda Springs,Miranda Frigon,"['Next', 'White noise: Mas allá']",1976,"Reparto, Sonido, Banda sonora",1 nominación
201,Soda Springs,Henry Darrow,"['Carretera al infierno', 'El gran Chaparral']",1933,"Reparto, Equipos adicionales, Banda sonora",3 premios y 2 nominaciones
202,Soda Springs,David H. Stevens,"['El Cuervo: Salvación', 'Burt Munro. Un sueño, una leyenda']",N/A,"Reparto, Producción",N/A
203,Bao mi qia qia,Peijia Huang,"['Bao mi qia qia', 'Roseki']",1988,Reparto,3 premios y 6 nominaciones
204,Bao mi qia qia,Paul Chiang,"['Xiang fei', 'High 5 Basketball']",1988,Reparto,N/A
205,Bao mi qia qia,Lun OuYang,"['Yu hou chiao yang', 'Undercover Carp']",1985,Reparto,"1,74 m"
206,Bao mi qia qia,Winnie Shih-Ying Chang,"['Wo de ling hun shi ai zuo de', 'Fu hou qi ri']",1979,Reparto,2 premios y 3 nominaciones
207,Bao mi qia qia,Chih Chyi Li,"['Hei dao huo hu li', 'Du mo']",1964,Reparto,N/A
208,Bao mi qia qia,Ying-Hsuan Kao,"['Deseo, peligro', 'Maleficio']",1978,"Reparto, Equipos adicionales",1 premio y 2 nominaciones
209,Bao mi qia qia,Alice Tsai-yi Huang,"['Désincarnation', 'Erotica']",1974,"Reparto, Equipos adicionales",Huang Cai-Yi
210,Si de verdad quieres...,Meryl Streep,"['Memorias de África', 'Agosto']",1949,"Reparto, Guion, Producción",N/A
211,Si de verdad quieres...,Tommy Lee Jones,"['El fugitivo', 'No es país para viejos']",1946,"Reparto, Dirección, Guion",44 premios y 90 nominaciones en total
212,Si de verdad quieres...,Steve Carell,"['The Office', 'Virgen a los 40']",1962,"Reparto, Producción, Guion",N/A
213,Si de verdad quieres...,Jean Smart,"['Babylon', '24']",1951,"Reparto, Producción, Banda sonora",38 premios y 53 nominaciones en total
214,Si de verdad quieres...,Ben Rappaport,"['For the People', 'Mr. Robot']",1986,"Reparto, Producción, Banda sonora",N/A
215,Si de verdad quieres...,Marin Ireland,"['Comanchería', 'Glass Chin']",agosto,"Reparto, Banda sonora",1 premio y 4 nominaciones
216,Si de verdad quieres...,Patch Darragh,"['Succession', 'Una mujer italiana']",N/A,"Reparto, Guion, Equipos adicionales",1 premio y 1 nominación
217,Si de verdad quieres...,Brett Rice,"['Sully', 'Super 8']",1954,Reparto,1 nominación
218,Crave,Josh Lawson,"['La pequeña muerte', 'Mortal Kombat']",1981,"Reparto, Guion, Dirección",4 premios y 3 nominaciones en total
219,Crave,Emma Lung,"['Stranded', 'Triangle']",N/A,"Reparto, Producción, Banda sonora",5 premios y 2 nominaciones
220,Crave,Ron Perlman,"['La mano de Dios', 'Hellboy II: El ejército dorado']",1950,"Reparto, Producción, Dirección",13 premios y 20 nominaciones en total
221,Crave,Edward Furlong,"['Terminator 2: El juicio final', 'Cero en conducta']",1977,"Reparto, Producción, Banda sonora",4 premios y 6 nominaciones
222,Crave,Christopher Stapleton,"['Compulsion', 'Ahora o nunca']",1971,"Reparto, Guion, Producción",10 premios y 8 nominaciones
223,Crave,William Gines,"['El justiciero (Death Wish)', 'Los que matan']",N/A,Reparto,William Binion Gines
224,Crave,Michael J. Renda,"['Fuzz & Malloy', '211']",N/A,"Reparto, Dirección, Dirección de fotografía y cámara",N/A
225,Crave,Helena Kash,['Crave'],N/A,Reparto,N/A
226,Lac du Flambeau,Ron Perlman,"['La mano de Dios', 'Hellboy II: El ejército dorado']",1950,"Reparto, Producción, Dirección",13 premios y 20 nominaciones en total
227,Lac du Flambeau,Edward Furlong,"['Terminator 2: El juicio final', 'Cero en conducta']",1977,"Reparto, Producción, Banda sonora",4 premios y 6 nominaciones
228,Lac du Flambeau,Christopher Stapleton,"['Compulsion', 'Ahora o nunca']",1971,"Reparto, Guion, Producción",10 premios y 8 nominaciones
229,Lac du Flambeau,William Gines,"['El justiciero (Death Wish)', 'Los que matan']",N/A,Reparto,William Binion Gines
230,Lac du Flambeau,Michael J. Renda,"['Fuzz & Malloy', '211']",N/A,"Reparto, Dirección, Dirección de fotografía y cámara",N/A
231,Lac du Flambeau,Helena Kash,['Crave'],N/A,Reparto,N/A
