,nombre_peli,nombre_actxr,conocido_por,year_nacimiento,profesiones_string,premios
22,42: La verdadera historia de una leyenda del deporte,André Holland,"['Moonlight', 'Selma']",1979,"Reparto, Producción, Guion",14 premios y 22 nominaciones
23,42: La verdadera historia de una leyenda del deporte,Alan Tudyk,"['Rogue One: Una historia de Star Wars', 'Firefly']",1971,"Reparto, Producción, Guion",11 premios y 22 nominaciones en total
24,Without Warrant,D.J. Foster,"['Without Warrant', 'Blue Heelers']",N/A,Reparto,N/A
25,Without Warrant,Leo Taylor,"['The loved ones (Cita de sangre)', 'Vecinos']",N/A,Reparto,N/A
26,Without Warrant,Claudia Buttazzoni,"['Blue Heelers', 'Ocean Girl']",1978,Reparto,N/A
27,Without Warrant,Jim Daly,"['Amissa Anima', 'Blue Heelers']",N/A,Reparto,Jim Daley
28,Without Warrant,Dorothy Yu,['Without Warrant'],N/A,Reparto,N/A
29,Without Warrant,Vince Gill,"['Maverick', 'Entre el amor y el juego']",1957,"Music Artist, Reparto, Música",51 premios y 96 nominaciones
30,Without Warrant,Christabelle Sved,"['Without Warrant', 'Home and Away']",N/A,Reparto,N/A
31,Without Warrant,David Robinson,"['Blue Heelers', 'Without Warrant']",N/A,Reparto,N/A
32,uwantme2killhim?,Jamie Blackley,"['Si decido quedarme', 'Irrational Man']",1991,"Reparto, Banda sonora",1 premio
33,uwantme2killhim?,Anthony Warren,"['El objetivo', 'Asesino']",N/A,Reparto,N/A
34,uwantme2killhim?,Jack Lowden,"['Small Axe', 'Dunkerque']",1990,"Reparto, Producción",4 premios y 10 nominaciones en total
35,uwantme2killhim?,Toby Regbo,"['Las vidas posibles de Mr. Nobody', 'La isla del tesoro']",1991,Reparto,1 premio y 1 nominación
36,uwantme2killhim?,James Burrows,"['This Is England', 'Peleando en familia']",1991,Reparto,N/A
37,uwantme2killhim?,Amy Wren,"['Tutankamón', 'The Last Kingdom']",1989,Reparto,N/A
38,uwantme2killhim?,Scott Chambers,"['Chicken', 'Malevolent']",marzo,"Producción, Reparto, Dirección de casting",N/A
39,uwantme2killhim?,Jay McDonald,"['Aquaman y el reino perdido', 'Diana']",N/A,"Reparto, Equipos adicionales",N/A
40,Syrup,Juan Luis Acevedo,"['Price Check', 'Syrup']",N/A,"Reparto, Sonido, Equipos adicionales",N/A
41,Syrup,Kirstie Alley,"['Star Trek II: La ira de Khan', 'Muérete, bonita']",1951,"Reparto, Producción, Guion",6 premios y 36 nominaciones en total
42,Syrup,Jolene Andersen,"['Agentes de S.H.I.E.L.D.', 'Queen of the South']",junio,"Reparto, Equipos adicionales",2 premios y 1 nominación en total
43,Syrup,Max Barry,"['Machine Man', 'Syrup']",1973,"Guion, Producción, Reparto",Maxx Barry
44,Syrup,Katie Blake,"['Syrup', 'French Dirty']",N/A,Reparto,N/A
45,Syrup,Zachary Booth,"['Keep the Lights On', 'Daños y perjuicios']",1982,"Reparto, Banda sonora",N/A
46,Syrup,Geoffrey Cantor,"['Caza a la espía', 'En Suite']",N/A,"Reparto, Dirección de casting, Dirección",2 premios
47,Syrup,Alexander Chaplin,"['Ojalá estuviera aquí', 'Spin City: Loca alcaldía']",1971,"Reparto, Banda sonora",N/A
48,Santorini Blue,Deirdre Lorenz,"['Santorini Blue', 'After the Outbreak']",N/A,"Reparto, Producción, Guion",2 premios y 2 nominaciones
49,Santorini Blue,Matthew D. Panepinto,"['Santorini Blue', '15 minutos']",N/A,"Equipos adicionales, Producción, Dirección de producción",1 premio y 1 nominación
50,Santorini Blue,Richard Belzer,"['Ley y orden: Unidad de Víctimas Especiales', 'Homicidio']",1944,"Reparto, Guion, Producción",2 nominaciones
51,Santorini Blue,Dann Florek,"['Hard Rain', 'Ley y orden: Unidad de Víctimas Especiales']",1950,"Reparto, Dirección, Producción",1 nominación
52,Santorini Blue,Ice-T,"['New Jack City', 'Juego de supervivencia']",1958,"Reparto, Producción, Composición",5 premios y 15 nominaciones
53,Santorini Blue,Clark Johnson,"['S.W.A.T.: Los hombres de Harrelson', 'La sombra de la sospecha']",septiembre,"Reparto, Dirección, Producción",2 premios y 14 nominaciones en total
54,Santorini Blue,Taylor Negron,"['Alienated', 'El último boy scout']",1957,"Reparto, Guion, Producción",3 premios y 1 nominación
55,Santorini Blue,Coco Austin,"['Ley y orden: Unidad de Víctimas Especiales', 'En qué piensan los hombres 2']",1979,"Reparto, Guion, Producción",Nichol 'Coco'
56,Dallas Buyers Club,Matthew McConaughey,"['Interstellar', 'Dallas Buyers Club']",1969,"Reparto, Producción, Dirección",49 premios y 87 nominaciones en total
57,Dallas Buyers Club,Jennifer Garner,"['Alias', 'El sueño de mi vida']",1972,"Reparto, Producción, Dirección",12 premios y 65 nominaciones en total
58,Dallas Buyers Club,Jared Leto,"['Dallas Buyers Club', 'Morbius']",1971,"Reparto, Producción, Dirección",55 premios y 53 nominaciones en total
59,Dallas Buyers Club,Denis O'Hare,"['Dallas Buyers Club', 'La proposición']",1962,"Reparto, Guion, Producción",3 premios y 14 nominaciones en total
60,Dallas Buyers Club,Steve Zahn,"['La guerra del planeta de los simios', 'Rescate al amanecer']",1967,"Reparto, Producción, Dirección",5 premios y 16 nominaciones en total
61,Dallas Buyers Club,Michael O'Neill,"['Dallas Buyers Club', 'Transformers']",1951,Reparto,1 premio y 1 nominación
62,Dallas Buyers Club,Dallas Roberts,"['El tren de las 3:10', 'Dallas Buyers Club']",1970,Reparto,1 premio y 5 nominaciones
63,Dallas Buyers Club,Griffin Dunne,"['Jo, ¡qué noche!', 'Un hombre lobo americano en Londres']",1955,"Reparto, Dirección, Producción",6 premios y 7 nominaciones en total
64,Condenados (Devil's Knot),Reese Witherspoon,"['Alma salvaje', 'En la cuerda floja']",1976,"Producción, Reparto, Equipo ejecutivo",57 premios y 131 nominaciones en total
65,Condenados (Devil's Knot),Colin Firth,"['Un hombre soltero', 'El discurso del rey']",1960,"Reparto, Producción, Guion",70 premios y 75 nominaciones en total
66,Condenados (Devil's Knot),Alessandro Nivola,"['Santos criminales', 'La gran estafa americana']",1972,"Reparto, Producción, Banda sonora",11 premios y 14 nominaciones
67,Condenados (Devil's Knot),James Hamrick,"[""Condenados (Devil's Knot)"", 'The Newsroom']",N/A,Reparto,N/A
68,Condenados (Devil's Knot),Seth Meriwether,"['15:17 Tren a París', 'The Son']",1995,Reparto,N/A
69,Condenados (Devil's Knot),Kristopher Higgins,"[""Condenados (Devil's Knot)"", 'In Time']",1987,"Reparto, Producción",N/A
70,Condenados (Devil's Knot),Amy Ryan,"['Adiós pequeña, adiós', 'Birdman o (La inesperada virtud de la ignorancia)']",1968,"Reparto, Producción, Banda sonora",39 premios y 32 nominaciones en total
71,Condenados (Devil's Knot),Robert Baker,"['Indiana Jones y el reino de la calavera de cristal', 'El llanero solitario']",1979,"Reparto, Guion, Producción",N/A
72,La mula,María Valverde,"['Exodus: Dioses y reyes', '3 metros sobre el cielo']",1987,"Reparto, Producción",7 premios y 3 nominaciones
73,La mula,Mario Casas,"['3 metros sobre el cielo', 'El bar']",1986,"Reparto, Dirección, Guion",18 premios y 19 nominaciones
74,La mula,Daniel Grao,"['Una casa de locos', 'Julieta']",1976,"Reparto, Producción",3 premios y 5 nominaciones
75,La mula,Antonio Gil,"['Quantum of Solace', 'Chocolat']",N/A,"Reparto, Dirección, Producción",N/A
76,La mula,Luis Callejo,"['Resucitado', 'Tarde para la ira']",1970,"Reparto, Producción",17 premios y 14 nominaciones
77,La mula,Secun de la Rosa,"['El bar', 'La mula']",1969,"Reparto, Guion, Dirección",15 premios y 11 nominaciones
78,La mula,Jorge Suquet,"['Élite', 'Libertad']",1980,"Reparto, Dirección de la segunda unidad o asistencia a dirección",1 nominación
79,La mula,Jesús Carroza,"['El Niño', 'Celda 211']",1987,Reparto,4 premios y 10 nominaciones
80,Meridian Lines,Arjun Rampal,"['Ra.One', 'Om Shanti Om']",1972,"Reparto, Guion, Animación",25 premios y 20 nominaciones
81,Meridian Lines,Irrfan Khan,"['The Lunchbox', 'Paan Singh Tomar']",1967,"Reparto, Dirección, Producción",43 premios y 57 nominaciones
82,Meridian Lines,Konkona Sen Sharma,"['Omkara', 'Wake Up Sid']",1979,"Reparto, Guion, Dirección",32 premios y 65 nominaciones
83,Meridian Lines,Raima Sen,"['Baishe Srabon', 'Nishijapon']",1979,Reparto,2 premios y 6 nominaciones
84,Meridian Lines,Soha Ali Khan,"['Rang De Basanti', 'Soundtrack']",1978,Reparto,6 premios y 13 nominaciones
85,Meridian Lines,Abhay Deol,"['Zindagi Na Milegi Dobara', 'Dev.D']",1976,"Reparto, Producción, Guion",5 premios y 31 nominaciones
86,La ladrona de libros,Roger Allam,"['V de vendetta', 'Speed Racer']",1953,"Reparto, Producción, Banda sonora",2 premios y 3 nominaciones
87,La ladrona de libros,Sophie Nélisse,"['La ladrona de libros', 'El caso Fischer']",2000,Reparto,8 premios y 6 nominaciones
88,La ladrona de libros,Heike Makatsch,"['Love Actually', 'Resident Evil']",1971,"Reparto, Guion, Banda sonora",17 premios y 9 nominaciones
89,La ladrona de libros,Julian Lehmann,['La ladrona de libros'],N/A,Reparto,N/A
90,La ladrona de libros,Gotthard Lange,"['Black Death (Garra negra)', 'Enemigo a las puertas']",1967,Reparto,"1,76 m"
91,La ladrona de libros,Rainer Reiners,"['Mute', 'Cielo rojo sangre']",1959,Reparto,N/A
92,La ladrona de libros,Kirsten Block,"['La ladrona de libros', 'The Reader (El lector)']",1959,"Reparto, Guion",1 premio y 1 nominación
93,La ladrona de libros,Geoffrey Rush,"['El discurso del rey', 'Shakespeare in Love (Shakespeare enamorado)']",1951,"Reparto, Producción, Guion",48 premios y 82 nominaciones en total
94,The Power of Few,Christopher Walken,"['El cazador', 'Atrápame si puedes']",1943,"Reparto, Producción, Equipos adicionales",27 premios y 37 nominaciones en total
95,The Power of Few,Q'orianka Kilcher,"['El nuevo mundo', ""La princesa Ka'iulani""]",1990,"Reparto, Producción, Dirección",8 premios y 8 nominaciones
96,The Power of Few,Christian Slater,"['Very Bad Things', 'Amor a quemarropa']",1969,"Reparto, Producción, Dirección",8 premios y 20 nominaciones
97,The Power of Few,Anthony Anderson,"['Infiltrados', 'Hustle & Flow']",1970,"Reparto, Producción, Guion",17 premios y 84 nominaciones en total
98,The Power of Few,Fisher Ashworth,['The Power of Few'],N/A,Reparto,N/A
99,The Power of Few,Devon Gearhart,"['Funny Games', 'Shorts - La piedra mágica']",1995,Reparto,1 premio y 3 nominaciones
100,The Power of Few,Tione Johnson,"['The Power of Few', 'Nine Lives: A Musical Adaptation Live']",N/A,Reparto,N/A
101,The Power of Few,Xihuaru Kilcher,"['Always Running', 'The Power of Few']",N/A,"Reparto, Especialistas, Equipos adicionales","1,88 m"
102,Approaching Midnight,Jana Kramer,"['One Tree Hill', 'Friday Night Lights']",1983,"Reparto, Producción, Guion",1 premio y 4 nominaciones
103,Approaching Midnight,Sam Logan Khaleghi,"['Batman v Superman: El amanecer de la justicia', 'Approaching Midnight']",1983,"Producción, Reparto, Dirección",3 nominaciones
104,Approaching Midnight,Brandon T. Jackson,"['Tropic Thunder: ¡Una guerra muy perra!', 'Percy Jackson y el ladrón del rayo']",1984,"Reparto, Producción, Guion",1 premio y 3 nominaciones
105,Approaching Midnight,Mia Serafino,"['Bronca', 'Shameless']",abril,"Reparto, Equipos adicionales",1 premio
106,Approaching Midnight,Jeffery Stetson,"[""Love Is a Thieves' Game"", ""Devil's Night: Dawn of the Nain Rouge""]",N/A,Reparto,Jeffry W. Stetson
107,Approaching Midnight,Michelle Lynne Balser,"['James and Jenna', 'Locked in a Room']",N/A,"Reparto, Equipos adicionales",Michelle Peterson
108,Approaching Midnight,Matthew Szymanski,"['The Last Broadcast', 'Amerikan Violence']",1976,"Reparto, Especialistas, Equipos adicionales",N/A
109,Approaching Midnight,Dean Teaster,"['Ghost Town', 'Best Years Gone']",1957,"Reparto, Producción, Equipos adicionales",8 premios y 10 nominaciones
110,The Fallen Word,Julian Bleach,"['El secreto de los hermanos Grimm', 'Los miserables']",1963,"Reparto, Banda sonora",N/A
111,The Fallen Word,Steve Smith,"['The Dreamer', 'Fumes']",N/A,"Reparto, Producción, Composición",N/A
112,The Fallen Word,Will Strange,"['The Crossmaker', 'The Fallen Word']",N/A,"Reparto, Sonido",N/A
113,The Fallen Word,Jim Conway,"['Skyfall', 'La mejor oferta']",N/A,Reparto,James Patrick Conway
114,The Fallen Word,Gavin Molloy,"['Pulp', 'Jack Says']",N/A,"Reparto, Dirección de la segunda unidad o asistencia a dirección, Sonido",N/A
115,The Fallen Word,Dominic Cazenove,"['Todo el dinero del mundo', 'El hombre que conocía el infinito']",1975,Reparto,N/A
116,The Fallen Word,Daniel Sung,"['The Fallen Word', 'Dark Journey']",N/A,Reparto,N/A
117,The Fallen Word,Emma Hill,['The Fallen Word'],N/A,Reparto,N/A
118,Young American Dream,Roger Lim,"['AmerAsian', 'Young American Dream']",1968,"Reparto, Producción, Dirección",N/A
119,Young American Dream,Angel Monroe,"['Finale', 'Young American Dream']",1992,"Reparto, Producción",N/A
120,Young American Dream,Andy Hnilo,"['Belleza y poder', 'The Hammer']",1981,"Reparto, Especialistas","1,93 m"
121,Young American Dream,Bruce Childs,"['Scare Campaign', 'Young American Dream']",N/A,"Reparto, Arte, Especialistas",N/A
122,Young American Dream,Harry Triplett,"['Young American Dream', 'Stealing Home']",N/A,Reparto,N/A
123,Young American Dream,Tracy Miller,"['A Civil Action (Acción civil)', 'The Other Half']",N/A,"Reparto, Producción, Equipos adicionales","1,88 m"
124,Young American Dream,Ben Maurice Maughan,"['Todos mis hijos', 'Moment of Impact']",1980,"Reparto, Producción, Especialistas",(Sibling)
125,Young American Dream,Andy Rossi,"['Dead Body', 'Bill Nye salva al mundo']",1981,"Reparto, Guion, Dirección",4 premios y 1 nominación
126,El mensajero,Dwayne Johnson,"['Black Adam', 'Jumanji: Bienvenidos a la jungla']",1972,"Reparto, Producción, Guion",22 premios y 77 nominaciones
127,El mensajero,Barry Pepper,"['Salvando al soldado Ryan: Campamento para el reparto', 'Valor de ley']",1970,"Reparto, Producción, Equipo ejecutivo",6 premios y 16 nominaciones en total
128,El mensajero,Jon Bernthal,"['El lobo de Wall Street', 'El contable']",1976,"Reparto, Producción",5 premios y 17 nominaciones en total
129,El mensajero,Susan Sarandon,"['Thelma & Louise', 'Pena de muerte']",1946,"Reparto, Producción, Equipos adicionales",61 premios y 88 nominaciones en total
130,El mensajero,Michael Kenneth Williams,"['The Wire (Bajo escucha)', '12 años de esclavitud']",1966,"Reparto, Producción, Equipos adicionales",19 premios y 31 nominaciones en total
131,El mensajero,Rafi Gavron,"['Ha nacido una estrella', 'Nick y Nora, una noche de música y amor']",1989,"Reparto, Especialistas, Banda sonora",5 nominaciones
132,El mensajero,Melina Kanakaredes,"['Providence', 'CSI: Nueva York']",abril,"Reparto, Guion, Producción",1 premio y 5 nominaciones
133,El mensajero,Nadine Velazquez,"['El vuelo (Flight)', 'Me llamo Earl']",1978,"Reparto, Producción, Equipos adicionales",1 premio y 8 nominaciones
134,Déjame vivir,Craig Fairbrass,"['Máximo riesgo', 'Boat Story']",1964,"Reparto, Producción, Guion",3 premios
135,Déjame vivir,Kierston Wareing,"['Fish Tank', 'The Holding']",1976,Reparto,2 premios y 7 nominaciones en total
136,Déjame vivir,Isabella Blake-Thomas,"['El club secreto de los no herederos al trono', 'Karma: Death at Latigo Springs']",2002,"Reparto, Producción, Guion",7 premios y 2 nominaciones
137,Déjame vivir,Maaike Neuville,"['De Dag', 'Red Light']",1983,"Reparto, Dirección, Guion",2 premios y 3 nominaciones
138,Déjame vivir,Sam Louwyck,"['Brimstone. La hija del predicador', 'Cargo']",1966,Reparto,2 premios y 9 nominaciones
139,Déjame vivir,Vic de Wachter,"['Windkracht 10', 'Team Spirit']",1951,Reparto,N/A
140,Déjame vivir,Nilton Martins,"['El nuevo nuevo testamento', 'Sawah']",N/A,"Casting, Reparto, Dirección de casting",N/A
141,Déjame vivir,Kelly Jake,"['House of Boys', 'Déjame vivir']",N/A,Reparto,N/A
142,Shroud,Charles Baker,"['El Camino. Una película de Breaking Bad', 'Breaking Bad']",1971,"Reparto, Producción, Dirección de fotografía y cámara",2 premios
143,Shroud,Dylan Barth,"['Shroud', 'To See a Man About a Horse']",1996,Reparto,N/A
144,Shroud,Carlos Benitez,"['The Rift Among Us All', 'In the Wobbly Barn Place']",N/A,"Dirección, Guion, Edición",N/A
145,Shroud,Donnie Blanz,"['Shroud', ""Eden's Bowy""]",N/A,"Reparto, Arte",N/A
146,Shroud,Chad Briley,"['Shroud', 'House of the Generals']",1970,"Reparto, Especialistas, Efectos especiales",N/A
147,Shroud,Paul Calahan,"['Shroud', 'Black Totem']",N/A,"Reparto, Arte",N/A
148,Shroud,Bryan Chatlien,"['Army Wives', 'Dallas']",N/A,"Reparto, Cámara y electricidad, Dirección de fotografía y cámara",N/A
149,Shroud,Mark Cosby,"['Shroud', 'Crónicas vampíricas']",N/A,Reparto,N/A
150,The Unwanted,Chester Jones III,"['Hey Diddle Diddle', 'El año más violento']",N/A,"Reparto, Producción, Dirección",Chester Jones
151,The Unwanted,Angela Jeanneau,"['Ley y orden: Unidad de Víctimas Especiales', 'Bull']",N/A,Reparto,"1,73 m"
152,The Unwanted,Anna-Nora Bernstein,"['The Unwanted', 'Love, Lies and Seeta']",N/A,"Reparto, Producción",N/A
153,The Unwanted,Zoe Weber,['The Unwanted'],N/A,Reparto,N/A
154,The Unwanted,Jeff Kim,"['Men In Black: International', 'New Amsterdam']",N/A,"Reparto, Sonido",1 premio
155,The Unwanted,Kai Issey,"['The Interpreter', 'Something Sweet for Orphans']",N/A,Reparto,N/A
156,The Unwanted,Isaac Scranton,"['En la cumbre', 'The Reality Trap']",N/A,"Reparto, Arte, Decoración",N/A
157,The Unwanted,Eric Alejandro Reis,['Blindspot'],N/A,"Reparto, Especialistas, Guion",N/A
158,El lobo de Wall Street,Leonardo DiCaprio,"['Origen', 'El lobo de Wall Street']",1974,"Producción, Reparto, Guion",106 premios y 285 nominaciones en total
159,El lobo de Wall Street,Jonah Hill,"['Infiltrados en clase', 'Infiltrados en la universidad']",1983,"Reparto, Producción, Guion",9 premios y 66 nominaciones en total
160,El lobo de Wall Street,Margot Robbie,"['Escuadrón suicida', 'El lobo de Wall Street']",1990,"Reparto, Producción, Equipo ejecutivo",32 premios y 180 nominaciones en total
161,El lobo de Wall Street,Matthew McConaughey,"['Interstellar', 'Dallas Buyers Club']",1969,"Reparto, Producción, Dirección",49 premios y 87 nominaciones en total
162,El lobo de Wall Street,Kyle Chandler,"['Argo', 'Super 8']",1965,"Reparto, Producción, Dirección",7 premios y 34 nominaciones en total
163,El lobo de Wall Street,Rob Reiner,"['Todo en familia', 'This Is Spinal Tap']",1947,"Reparto, Guion, Producción",24 premios y 33 nominaciones en total
164,El lobo de Wall Street,Jon Bernthal,"['El lobo de Wall Street', 'El contable']",1976,"Reparto, Producción",5 premios y 17 nominaciones en total
165,El lobo de Wall Street,Jon Favreau,"['Chef', 'Swingers']",1966,"Producción, Reparto, Guion",13 premios y 28 nominaciones en total
166,Parees,Margot Robbie,"['Escuadrón suicida', 'El lobo de Wall Street']",1990,"Reparto, Producción, Equipo ejecutivo",32 premios y 180 nominaciones en total
167,Parees,Matthew McConaughey,"['Interstellar', 'Dallas Buyers Club']",1969,"Reparto, Producción, Dirección",49 premios y 87 nominaciones en total
168,Parees,Kyle Chandler,"['Argo', 'Super 8']",1965,"Reparto, Producción, Dirección",7 premios y 34 nominaciones en total
169,Parees,Rob Reiner,"['Todo en familia', 'This Is Spinal Tap']",1947,"Reparto, Guion, Producción",24 premios y 33 nominaciones en total
170,Parees,Jon Bernthal,"['El lobo de Wall Street', 'El contable']",1976,"Reparto, Producción",5 premios y 17 nominaciones en total
171,Parees,Jon Favreau,"['Chef', 'Swingers']",1966,"Producción, Reparto, Guion",13 premios y 28 nominaciones en total
172,Im Dickicht Der Städte,Florian Lange,"['Im Dickicht Der Städte', 'Große Kinder']",N/A,Reparto,N/A
173,Im Dickicht Der Städte,Matthias Redlhammer,"['Speed Racer', 'Schimanski']",1957,Reparto,N/A
174,Im Dickicht Der Städte,Kyle Chandler,"['Argo', 'Super 8']",1965,"Reparto, Producción, Dirección",7 premios y 34 nominaciones en total
175,Im Dickicht Der Städte,Rob Reiner,"['Todo en familia', 'This Is Spinal Tap']",1947,"Reparto, Guion, Producción",24 premios y 33 nominaciones en total
176,Im Dickicht Der Städte,Jon Bernthal,"['El lobo de Wall Street', 'El contable']",1976,"Reparto, Producción",5 premios y 17 nominaciones en total
177,Sutradhaar,Rob Reiner,"['Todo en familia', 'This Is Spinal Tap']",1947,"Reparto, Guion, Producción",24 premios y 33 nominaciones en total
178,Sutradhaar,Jon Bernthal,"['El lobo de Wall Street', 'El contable']",1976,"Reparto, Producción",5 premios y 17 nominaciones en total
179,Sutradhaar,Jon Favreau,"['Chef', 'Swingers']",1966,"Producción, Reparto, Guion",13 premios y 28 nominaciones en total
180,Sat Na Gat,Margot Robbie,"['Escuadrón suicida', 'El lobo de Wall Street']",1990,"Reparto, Producción, Equipo ejecutivo",32 premios y 180 nominaciones en total
181,Sat Na Gat,Matthew McConaughey,"['Interstellar', 'Dallas Buyers Club']",1969,"Reparto, Producción, Dirección",49 premios y 87 nominaciones en total
182,Sat Na Gat,Kyle Chandler,"['Argo', 'Super 8']",1965,"Reparto, Producción, Dirección",7 premios y 34 nominaciones en total
183,Sat Na Gat,Rob Reiner,"['Todo en familia', 'This Is Spinal Tap']",1947,"Reparto, Guion, Producción",24 premios y 33 nominaciones en total
184,Sat Na Gat,Jon Bernthal,"['El lobo de Wall Street', 'El contable']",1976,"Reparto, Producción",5 premios y 17 nominaciones en total
185,Sat Na Gat,Jon Favreau,"['Chef', 'Swingers']",1966,"Producción, Reparto, Guion",13 premios y 28 nominaciones en total
186,Govinda,Margot Robbie,"['Escuadrón suicida', 'El lobo de Wall Street']",1990,"Reparto, Producción, Equipo ejecutivo",32 premios y 180 nominaciones en total
187,Govinda,Matthew McConaughey,"['Interstellar', 'Dallas Buyers Club']",1969,"Reparto, Producción, Dirección",49 premios y 87 nominaciones en total
188,Govinda,Kyle Chandler,"['Argo', 'Super 8']",1965,"Reparto, Producción, Dirección",7 premios y 34 nominaciones en total
189,Govinda,Rob Reiner,"['Todo en familia', 'This Is Spinal Tap']",1947,"Reparto, Guion, Producción",24 premios y 33 nominaciones en total
190,Govinda,Jon Bernthal,"['El lobo de Wall Street', 'El contable']",1976,"Reparto, Producción",5 premios y 17 nominaciones en total
191,Govinda,Jon Favreau,"['Chef', 'Swingers']",1966,"Producción, Reparto, Guion",13 premios y 28 nominaciones en total
192,Nan Ni Wan,Diana Pang,"['Nan Ni Wan', 'Long man yeh ging wan']",1972,"Reparto, Dirección, Guion",N/A
193,Nan Ni Wan,Shuai Ren,"['Keelung', 'Shao shuai']",N/A,Reparto,2 premios
194,Nan Ni Wan,Ta Ji,"['White Deer Plain', 'At Last']",N/A,Reparto,N/A
195,Nan Ni Wan,Rob Reiner,"['Todo en familia', 'This Is Spinal Tap']",1947,"Reparto, Guion, Producción",24 premios y 33 nominaciones en total
196,Mao Zedong yu Qi Baishi,Yifang Chen,"['Mao Zedong yu Qi Baishi', 'A peng you huan qian']",N/A,Reparto,N/A
197,Mao Zedong yu Qi Baishi,Changrong Hou,"['Liao bu qi de nü hai', 'The Sword and the Brocade']",N/A,Reparto,N/A
198,Mao Zedong yu Qi Baishi,Chong Huang,"['Yunnan chong gu zhi Xian wang chuan shuo', 'Mao Zedong yu Qi Baishi']",N/A,Reparto,N/A
199,Mao Zedong yu Qi Baishi,Chunzhu Liang,"['Cun xi', 'Hometown on the Cloud']",N/A,Reparto,N/A
200,Mao Zedong yu Qi Baishi,Yu Liang,"['Mao Zedong yu Qi Baishi', 'Dang liuxing huaguo tianji']",N/A,Reparto,N/A
201,Mao Zedong yu Qi Baishi,Zifeng Liu,"['El violín rojo', 'El incidente del cañón negro']",1938,Reparto,Zi Feng Liu
