,nombre_peli,nombre_actxr,conocido_por,year_nacimiento,profesiones_string,premios
255,Romance with Finance,Chalaki Chanti,"['Aatagadharaa Siva', 'Dhagad Saamba']",1986,Reparto,N/A
256,Aavu Puli Madhyalo Prabhas Pelli,Bhanusiri,['Aavu Puli Madhyalo Prabhas Pelli'],N/A,Reparto,N/A
257,Aavu Puli Madhyalo Prabhas Pelli,Ashwini Chandrashekar,"['Ondhu Romantic Crime Kathe', 'Kanni']",N/A,Reparto,N/A
258,Manalo Okkadu,Sarath Babu,"['Criminal', 'Uthiri Pookkal']",1951,Reparto,N/A
259,Manalo Okkadu,Vijay Das,"['Salaar. Part 1 - Ceasefire', 'Sooryavanshi']",N/A,"Efectos visuales, Dirección, Guion",N/A
260,Manalo Okkadu,Sai Kumar,"['RangiTaranga', 'Prasthanam']",1960,"Reparto, Equipos adicionales, Música",7 premios y 5 nominaciones
261,Manalo Okkadu,Nassar,"['Baahubali 2, la conclusión', 'Baahubali: The Beginning']",1958,"Reparto, Dirección, Guion",3 premios y 7 nominaciones
262,Manalo Okkadu,R.P. Patnaik,"['Trigger', 'Manalo Okkadu']",N/A,"Composición, Dirección, Guion",N/A
263,Manalo Okkadu,Gollapudi Maruthi Rao,"['Papam Pasivaadu', 'Deshoddharakudu']",1939,"Reparto, Guion, Dirección",Maruthirao Gollapudi
264,Manalo Okkadu,Raja Ravindra,"['Spark: L.I.F.E.', 'Kannitheevu']",N/A,"Reparto, Producción",N/A
265,Manalo Okkadu,Anita Hassanandani Reddy,"['Yeh Hai Mohabbatein', 'Kkavyanjali']",1980,"Reparto, Música",13 premios y 8 nominaciones
266,Last Stop,Hani Al Naimi,"['En tierra hostil', 'Sleeper Cell']",agosto,"Reparto, Producción, Dirección",N/A
267,Last Stop,Mari C. Blackwell,"['Forgiving the Franklins', 'Last Stop']",N/A,Reparto,N/A
268,Last Stop,Robert Miano,"['Fast & Furious: Aún más rápido', 'Un perdedor con suerte']",1942,"Reparto, Producción, Guion",7 premios y 1 nominación
269,Last Stop,Lisa London,"['Impacto súbito', 'The Morning Show']",junio,"Reparto, Producción",N/A
270,Last Stop,Ludwig Manukian,"['Bosch', 'The OA']",1977,"Reparto, Guion, Dirección",N/A
271,Last Stop,Vaz Andreas,"['Lucifer', 'Navy: Investigación criminal']",1978,"Reparto, Guion, Dirección",N/A
272,Last Stop,Taline Verjine,"['Last Stop', 'Hackett']",1986,Reparto,N/A
273,Last Stop,Jonathan Lanni,"['Last Stop', 'K-11']",N/A,Reparto,N/A
274,Lifu Super,Sathvika Appaiah,"['2323 the Beginning', 'Sarvasvam']",N/A,Reparto,N/A
275,Lifu Super,Niranth,"['Santhoshathil Kalavaram', 'Kaarni']",N/A,Reparto,N/A
276,Lifu Super,Anu Poovamma,"['Kathah Vichitrah', 'Karva']",N/A,Reparto,N/A
277,Thale Bachkolli Powder Hakkolli,Shankanada Anjanappa,"['Akasmika', 'Hudugaru']",N/A,Reparto,N/A
278,Thale Bachkolli Powder Hakkolli,Vikram Arya,"['Thale Bachkolli Powder Hakkolli', 'Padmavathi']",N/A,Reparto,N/A
279,Thale Bachkolli Powder Hakkolli,Chikkanna,"['Master Piece', 'Kotigobba 2']",N/A,"Reparto, Dirección, Música",3 premios y 3 nominaciones
280,Thale Bachkolli Powder Hakkolli,Aman Grewal,"['Romeo Ranjha', 'Thale Bachkolli Powder Hakkolli']",N/A,Reparto,N/A
281,Thale Bachkolli Powder Hakkolli,Honnavalli Krishna,"['Babruvahana', 'Anand']",N/A,"Reparto, Dirección de la segunda unidad o asistencia a dirección",N/A
282,Thale Bachkolli Powder Hakkolli,Jaya Lakshmi,"['Thale Bachkolli Powder Hakkolli', 'Abhimanu']",N/A,Reparto,N/A
283,Thale Bachkolli Powder Hakkolli,Nikhita,"['Kurumbu', 'Ssshhhh... Koi Hai']",1981,Reparto,N/A
284,Thale Bachkolli Powder Hakkolli,Bullet Prakash,"['Bachchan', 'Bhajarangi']",2020,Reparto,N/A
285,Dynamic,Vijay Jatti,"['Bharaate', 'Salute']",N/A,Reparto,N/A
286,Dynamic,Harish Kalal,['Dynamic'],N/A,Reparto,N/A
287,Dynamic,Navya Rao,"['Dynamic', 'Akka Chellelu']",N/A,Reparto,N/A
288,Fearless,Michael Copon,"['One Tree Hill', 'El rey escorpión 2: El nacimiento del guerrero']",1982,"Reparto, Producción, Guion",N/A
289,Fearless,John Patrick Jordan,"['Wolf Pack', 'Them']",N/A,"Reparto, Producción, Banda sonora",N/A
290,Fearless,Nikki SooHoo,"['Stick It', 'The Lovely Bones']",1988,Reparto,N/A
291,Fearless,Hayley Hasselhoff,"['Huge', 'Por qué matan las mujeres']",agosto,Reparto,N/A
292,Fearless,Nikki Leigh,"['Silencer', 'Relaciones peligrosas']",septiembre,"Reparto, Banda sonora",1 premio
293,Fearless,Veronika Dash,"['CSI: Vegas', 'iCarly']",N/A,"Reparto, Producción, Banda sonora",1 nominación
294,Fearless,Kailyn Voris,"['La Migra', 'Fearless']",N/A,"Reparto, Equipos adicionales, Banda sonora",N/A
295,Fearless,Rich Paul,['Godzilla'],enero,"Reparto, Producción, Banda sonora",2 premios
296,Aakasamantha Prema,Rahasya Gorak,"['Aakasamantha Prema', 'Raja Vaaru Rani Gaaru']",N/A,Reparto,Rahasya
297,Bliss!,Freya Parks,"['Jane Eyre', 'Los miserables']",octubre,Reparto,N/A
298,Bliss!,Chloe Cuskin,"['Bliss!', 'The Sad Bear']",N/A,Reparto,N/A
299,Bliss!,Reece Noi,"['Así nos ven', 'Juego de tronos']",1988,"Reparto, Guion",2 premios
300,Bliss!,Lauren W. Johns,"['Pride/Orgullo', 'Bliss!']",1988,Reparto,Lauren Johns
301,Bliss!,Montserrat Lombard,"['El imaginario del Doctor Parnassus', 'Love Soup']",1982,"Reparto, Guion, Dirección",2 nominaciones
302,Bliss!,Hilary Tones,"['Ecstasy', 'Shardlake']",N/A,Reparto,Hilary Jones
303,Bliss!,Fearne Brown,['Bliss!'],N/A,Reparto,N/A
304,Bliss!,Philip Correia,"['Vera', 'Atlantis']",1984,Reparto,N/A
305,Siganduru Chowdeshwari Mahime,Ramesh Bhat,"['Parameshi Prema Prasanga', 'Sangliyana Part- 3']",N/A,"Reparto, Producción, Dirección",N/A
306,Siganduru Chowdeshwari Mahime,Girija Lokesh,"['Martin', 'Gajakesari']",N/A,Reparto,N/A
307,Siganduru Chowdeshwari Mahime,Sanjana Naidu,"['Jadoo', 'Clue']",N/A,Reparto,N/A
308,Siganduru Chowdeshwari Mahime,Shubha Poona,['Siganduru Chowdeshwari Mahime'],N/A,Reparto,N/A
309,Siganduru Chowdeshwari Mahime,Shubha Punja,"['Siganduru Chowdeshwari Mahime', 'Naragunda Bandaaya']",N/A,Reparto,N/A
310,Ramabai,Bank Janardhan,"['Uppi 2', 'Kotigobba 2']",N/A,Reparto,Swamiji
311,Ramabai,Sidram Karanik,['Ramabai'],N/A,Reparto,N/A
312,Ramabai,Mysore Ramanand,"['Kutumba', 'Hendtheer Darbar']",N/A,Reparto,N/A
313,Ramabai,Yagna Shetty,"['ACT 1978', 'Killing Veerappan']",N/A,Reparto,N/A
314,Mareyalaare,Avinash,"['Aaptharakshaka', '7aum Arivu']",N/A,"Reparto, Efectos visuales, Cámara y electricidad",1 premio y 1 nominación
315,Mareyalaare,Pavitra Belliappa,"['Yashogathe', 'Mareyalaare']",N/A,Reparto,N/A
316,Mareyalaare,Sharat Khadri,"['Sandalwood Sa Re Ga Ma', 'Mareyalaare']",N/A,"Dirección, Guion, Reparto",N/A
317,Mareyalaare,Sadhu Kokila,"['Mr. Theertha', 'Mr. And Mrs. Ramchari']",1966,"Reparto, Composición, Música",2 premios y 5 nominaciones
318,Mareyalaare,Malathishri,"['My Autograph', 'Sirivantha']",N/A,Reparto,N/A
319,Mareyalaare,Mithra,"['Tiger', 'Raaga']",N/A,"Reparto, Producción",N/A
320,Red,Raj Aryan,"['Red', 'City Dreams']",N/A,Reparto,N/A
321,U the end A,Kumuda Gowda,['U the end A'],N/A,Reparto,N/A
322,U the end A,Nagendra Karanik,['U the end A'],N/A,Reparto,N/A
323,U the end A,Vijay Kumar,"['Uriyadi', 'Soorarai Pottru']",N/A,"Reparto, Guion, Producción",1 premio y 2 nominaciones
324,U the end A,Deepti Mohan,['U the end A'],N/A,Reparto,N/A
325,U the end A,Anant Nag,"['K.G.F: Chapter 1', 'Godhi Banna Sadharana Mykattu']",1948,"Reparto, Música, Guion",2 premios
326,U the end A,Rangayana Raghu,"['Johny Mera Naam Preethi Mera Kaam', 'Hudugaru']",N/A,"Reparto, Música, Banda sonora",1 premio y 8 nominaciones
327,Prakruthiya Madilu Banavasi,Lochan Barga,['Prakruthiya Madilu Banavasi'],N/A,Reparto,N/A
328,Prakruthiya Madilu Banavasi,Ramesh Bhat,"['Parameshi Prema Prasanga', 'Sangliyana Part- 3']",N/A,"Reparto, Producción, Dirección",N/A
329,Prakruthiya Madilu Banavasi,Sanatani,"['Crazy Kutumba', 'Prakruthiya Madilu Banavasi']",N/A,Reparto,N/A
330,400,Prakash Kabettu,['400'],N/A,"Dirección, Reparto, Guion",N/A
331,400,Sandeep Kumar,"['400', 'Indogma Film Festival 2018']",N/A,"Reparto, Dirección de fotografía y cámara",N/A
332,Dandu,Ramesh Bhat,"['Parameshi Prema Prasanga', 'Sangliyana Part- 3']",N/A,"Reparto, Producción, Dirección",N/A
333,Dandu,Raghu Kumar Karumanchi,"['Brindaavanam', 'Spark: L.I.F.E.']",N/A,Reparto,N/A
334,Dandu,Akhila Kishore,"['Moondraam Ullaga Por', 'Innimey Ippadithaan']",N/A,Reparto,N/A
335,Dandu,Sai Kumar,"['RangiTaranga', 'Prasthanam']",1960,"Reparto, Equipos adicionales, Música",7 premios y 5 nominaciones
336,Dandu,Disha Poovaiah,"['Shivu Paru', 'Police Story 3']",N/A,Reparto,N/A
337,Dandu,Thagubothu Ramesh,"['Eega', 'Gunde Jaari Gallanthayyinde']",N/A,"Reparto, Música",N/A
338,Dandu,Neha Saxena,"['Game', 'Rickshaw Driver']",1989,Reparto,N/A
339,Mahaveera Machideva,Charulatha,"['Vrudhanmare Sookshikkuka', 'Rani Aur Jaani']",N/A,Reparto,N/A
340,Apsare,Ashok Kheny,"['Prem Kaa Game', 'Prasad']",N/A,"Reparto, Producción, Dirección",N/A
341,Chadurida Karmoda,Prabhakar Banger,['Chadurida Karmoda'],N/A,Reparto,N/A
342,Chadurida Karmoda,Surekha Bhatt,['Chadurida Karmoda'],N/A,Reparto,N/A
343,Chadurida Karmoda,Dharani,"['Sathuranga Vettai', 'Astakarmma']",N/A,Reparto,N/A
344,Chadurida Karmoda,Gangadhar,['Chadurida Karmoda'],N/A,Reparto,N/A
345,Chadurida Karmoda,Sathish Gowda,"['Tilineeru', 'Chadurida Karmoda']",N/A,Reparto,N/A
346,Chadurida Karmoda,Smitha Gowda,['Chadurida Karmoda'],N/A,Reparto,N/A
347,Half Mentlu,Lakshmi Devamma,"['Bharaate', 'Bisile']",N/A,Reparto,N/A
348,Half Mentlu,Sonu Gowda,"['Yuvarathnaa', 'Kiragoorina Gayyaligalu']",1990,Reparto,3 nominaciones
349,Half Mentlu,Mohan Juneja,"['K.G.F: Chapter 2', 'K.G.F: Chapter 1']",2021,"Reparto, Guion",N/A
350,Half Mentlu,Achyuth Kumar,"['Kantara', 'K.G.F: Chapter 1']",1966,Reparto,5 premios y 5 nominaciones
351,Half Mentlu,Mico Nagaraj,"['Mandya to Mumbai', 'Kariya']",N/A,"Reparto, Producción",N/A
352,Kala Bhairava,Neenasam Ashwath,"['K.G.F: Chapter 1', 'Vishnuvardhana']",N/A,Reparto,Nenasam Ashwath
353,Kala Bhairava,Malavika Avinash,"['K.G.F: Chapter 1', 'Kaithi']",N/A,"Reparto, Dirección",N/A
354,Kala Bhairava,Mestri Balu,['Kala Bhairava'],N/A,Reparto,N/A
355,Kala Bhairava,Akhila Kishore,"['Moondraam Ullaga Por', 'Innimey Ippadithaan']",N/A,Reparto,N/A
356,Kala Bhairava,Sadhu Kokila,"['Mr. Theertha', 'Mr. And Mrs. Ramchari']",1966,"Reparto, Composición, Música",2 premios y 5 nominaciones
357,Kala Bhairava,Sharath Lohitashwa,"['Aa Dinagalu', 'Saarathi']",1972,Reparto,N/A
358,Kala Bhairava,Suchendra Prasad,"['Brahma', 'Kempe Gowda 2']",N/A,Reparto,Suchendra Prasad K
359,Shivayogi Sri Puttayyajja,Abhijit Ghosh,['Shivayogi Sri Puttayyajja'],N/A,Reparto,N/A
360,Preethi Kithabu,Avinash,"['Aaptharakshaka', '7aum Arivu']",N/A,"Reparto, Efectos visuales, Cámara y electricidad",1 premio y 1 nominación
361,Preethi Kithabu,Pavithra Gowda,"['54321', 'Preethi Kithabu']",N/A,Reparto,N/A
362,CBI Sathya,Archana,"['Amma Nagamma', 'A: Film by Upendra']",N/A,Reparto,N/A
363,CBI Sathya,Doddanna,"['Aatagadharaa Siva', 'Ajay']",N/A,"Reparto, Música",1 nominación
364,CBI Sathya,Tennis Krishna,"['Uppi 2', 'Veera Madakari']",N/A,"Reparto, Música, Banda sonora",N/A
365,CBI Sathya,Thriller Manju,"['Jayahe', 'Police Story 3']",N/A,"Reparto, Especialistas, Dirección",N/A
366,CBI Sathya,Shobha Raghavendra,"['Janumada Jodi', 'Tungabhadra']",N/A,Reparto,N/A
367,Madhura Swapna,Avinash,"['Aaptharakshaka', '7aum Arivu']",N/A,"Reparto, Efectos visuales, Cámara y electricidad",1 premio y 1 nominación
368,Madhura Swapna,Mukhyamantri Chandru,"['Shanti Kranti', 'Guri']",N/A,"Reparto, Música",N/A
369,Madhura Swapna,Arjun Kapikad,"['Purushothamana Prasanga', 'Abatara Maternala']",N/A,"Reparto, Dirección, Música",N/A
370,Madhura Swapna,Ashok Narasimhaiah,['Madhura Swapna'],N/A,Reparto,N/A
371,Madhura Swapna,Keerthana Podwal,"['Nanna Kanasina Hoove', 'Madhura Swapna']",N/A,Reparto,N/A
372,Madhura Swapna,Vinaya Prasad,"['Krishnagudiyil Oru Pranayakalathu', 'Manichitrathazhu']",1965,"Reparto, Composición, Edición",N/A
373,Bheeshma,Kishore Kumar G.,"['Ponniyin Selvan: Part One', 'Kantara']",1974,"Reparto, Producción",1 premio y 6 nominaciones
374,Bheeshma,Honnavalli Krishna,"['Babruvahana', 'Anand']",N/A,"Reparto, Dirección de la segunda unidad o asistencia a dirección",N/A
375,Bheeshma,Bullet Prakash,"['Bachchan', 'Bhajarangi']",2020,Reparto,N/A
376,Bheeshma,Hardhika Shetty,"['Bheeshma', 'Angaaraka']",N/A,Reparto,N/A
377,Raj Bahaddur,Anitha Bhat,"['Kanneri', 'Psycho']",1985,Reparto,Anita Bhat
378,Raj Bahaddur,Thriller Manju,"['Jayahe', 'Police Story 3']",N/A,"Reparto, Especialistas, Dirección",N/A
379,Raj Bahaddur,Shankar Patil,"['Vamshakobba', 'Raj Bahaddur']",N/A,Reparto,N/A
380,Raj Bahaddur,Saikumar Pudipeddi,"['Raj Bahaddur', 'Upendra Matte Baa']",N/A,Reparto,N/A
381,Raj Bahaddur,Harish Rai,"['K.G.F: Chapter 1', 'K.G.F: Chapter 2']",N/A,Reparto,N/A
382,Raj Bahaddur,Manadip Rai,['Raj Bahaddur'],N/A,Reparto,N/A
383,Raj Bahaddur,Puneeth Rajkumar,"['Hudugaru', 'Raajakumara']",1975,"Reparto, Música, Producción",16 premios y 9 nominaciones
384,Supari Surya,Nyra Banerjee,"['Tiger', 'Temper']",1987,"Reparto, Dirección de la segunda unidad o asistencia a dirección",N/A
385,Supari Surya,Sadhu Kokila,"['Mr. Theertha', 'Mr. And Mrs. Ramchari']",1966,"Reparto, Composición, Música",2 premios y 5 nominaciones
386,Supari Surya,Sharath Lohitashwa,"['Aa Dinagalu', 'Saarathi']",1972,Reparto,N/A
387,Sri Sathyanarayana,Ramya Barna,"['Hudugaru', 'Lifeu Ishtene']",N/A,Reparto,N/A
388,Sri Sathyanarayana,Jai Jagdeesh,"['Madana', 'Kurigalu Saar Kurigalu']",N/A,"Reparto, Producción, Dirección",N/A
389,Sri Sathyanarayana,Harish Raj,"['Pretha', 'Kalaakaar']",N/A,"Reparto, Dirección, Guion",N/A
390,Bilindar,Vijay Basrur,"['Girmit', 'Kataka']",N/A,"Reparto, Dirección de producción",N/A
391,Mangaata,Achyuth Kumar,"['Kantara', 'K.G.F: Chapter 1']",1966,Reparto,5 premios y 5 nominaciones
392,Mangaata,Mamatha Rahuth,"['Yada Yada Hi Dharmasya', 'Manassu: a Psychological Thriller']",N/A,Reparto,Mamatha Raut
393,Dress Code,Shivu Balaji,"['Dress Code', 'Raktha Shasana']",N/A,Reparto,N/A
394,Dress Code,Divya,['Dress Code'],N/A,Reparto,N/A
395,Yashogathe,Pavitra Belliappa,"['Yashogathe', 'Mareyalaare']",N/A,Reparto,N/A
396,Yashogathe,Girish Bijjal,"['Bhavachitra', 'Gangster Alla Prankster']",N/A,Reparto,N/A
397,Yashogathe,Manasa Joshi,"['Evidence', 'Amruth Apartments']",N/A,Reparto,N/A
398,Yashogathe,James North,['Yashogathe'],N/A,Reparto,N/A
399,Yashogathe,Sathish Rudra,['Yashogathe'],N/A,Reparto,N/A
400,Yashogathe,Sujith Shetty,"['Ardhambardha Premakathe', 'Yashogathe']",N/A,Reparto,N/A
401,Yashogathe,Surya Suresh,"['Yashogathe', 'Trisha']",N/A,Reparto,N/A
402,Brahma Vishnu Maheshwara,Sunil Bhalder,['Brahma Vishnu Maheshwara'],N/A,Reparto,N/A
403,Brahma Vishnu Maheshwara,Anjan Dev,"['Mayuran', 'Instant Karma']",N/A,Reparto,N/A
404,Brahma Vishnu Maheshwara,Kirti Laxmi,['Brahma Vishnu Maheshwara'],N/A,Reparto,N/A
405,Brahma Vishnu Maheshwara,Roopa Nataraj,"['Kumari Mallika', 'Lisa']",N/A,Reparto,N/A
406,Brahma Vishnu Maheshwara,Jeevitha Pillappa,"['Deal', 'Brahma Vishnu Maheshwara']",N/A,Reparto,N/A
407,Brahma Vishnu Maheshwara,Sanjana Prakash,"['Krodha', 'Homeless: 5050 AD']",N/A,"Reparto, Dirección",N/A
408,Sakkath Risk,Raju .G.S.,['Sakkath Risk'],N/A,Reparto,N/A
409,Sakkath Risk,Riya Devadiga,['Sakkath Risk'],N/A,Reparto,N/A
410,Sakkath Risk,Kavya Gowda,"['Thamisra', 'Buckasura']",N/A,Reparto,N/A
411,Sakkath Risk,Manju Karadapudi,['Sakkath Risk'],N/A,Reparto,N/A
412,Sakkath Risk,Ravi Krishnan,['Sakkath Risk'],N/A,Reparto,N/A
413,Sakkath Risk,Arish Kumar,"['Kaadhal 2014', 'Sakkath Risk']",N/A,Reparto,N/A
414,Sakkath Risk,Shiva Kumar,['Sakkath Risk'],N/A,Reparto,N/A
415,Sakkath Risk,Susai Kumar,"['Sakkath Risk', 'Nagadevathe']",N/A,Reparto,N/A
416,Lehya Ajji Lehya,K.S. Smruthi Gowda,['Lehya Ajji Lehya'],N/A,Reparto,N/A
