nombre_peli,nombre_actxr,conocido_por,year_nacimiento,profesiones_string,premios
La Telenovela Errante,Luis Alarcón,['N/A'],1929,"Reparto, Efectos especiales, Producción",N/A
La Telenovela Errante,Patricia Rivadeneira,['N/A'],1964,Reparto,Paty Rivadeneira
La Telenovela Errante,Francisco Reyes,['N/A'],1954,"Reparto, Banda sonora",N/A
La Telenovela Errante,Consuelo Castillo,['N/A'],N/A,Reparto,N/A
La Telenovela Errante,Roberto Poblete,['N/A'],1955,Reparto,N/A
La Telenovela Errante,Liliana García,['N/A'],1962,Reparto,"1987 - ? (divorciado, 1 niño)"
La Telenovela Errante,Mauricio Pesutic,['N/A'],1948,"Reparto, Guion, Dirección de la segunda unidad o asistencia a dirección",N/A
La Telenovela Errante,Leticia Garrido,['N/A'],N/A,Reparto,N/A
Joe Finds Grace,Anthony Harrison,['N/A'],1961,"Reparto, Producción, Guion",N/A
Joe Finds Grace,C. Ernst Harth,['N/A'],1970,"Reparto, Producción, Dirección de producción",N/A
Joe Finds Grace,Ellie Harvie,['N/A'],1965,"Reparto, Guion, Dirección",N/A
Joe Finds Grace,Chilton Crane,['N/A'],N/A,Reparto,N/A
Joe Finds Grace,Ron Chartier,['N/A'],N/A,"Reparto, Producción, Dirección de producción",Joseph Dolan
Joe Finds Grace,Dmitry Chepovetsky,['N/A'],1970,Reparto,N/A
Joe Finds Grace,Bruce Dawson,['N/A'],N/A,"Reparto, Equipos adicionales, Especialistas",N/A
Joe Finds Grace,Rheta Hutton,['N/A'],1937,Reparto,Rheta With An 'H'
Canción de Nueva York,Callum Turner,['N/A'],1990,"Reparto, Dirección, Guion",N/A
Canción de Nueva York,Jeff Bridges,['N/A'],1949,"Reparto, Producción, Arte",N/A
Canción de Nueva York,Kate Beckinsale,['N/A'],1973,"Reparto, Producción, Equipos adicionales",N/A
Canción de Nueva York,Pierce Brosnan,['N/A'],1953,"Reparto, Producción, Equipo ejecutivo",N/A
Canción de Nueva York,Cynthia Nixon,['N/A'],1966,"Reparto, Producción, Dirección",N/A
Canción de Nueva York,Kiersey Clemons,['N/A'],1993,"Reparto, Producción, Banda sonora",N/A
Canción de Nueva York,Tate Donovan,['N/A'],1963,"Reparto, Dirección, Producción",N/A
Canción de Nueva York,Wallace Shawn,['N/A'],1943,"Reparto, Guion, Producción",N/A
Tulip Fever,Alicia Vikander,['N/A'],1988,"Reparto, Producción, Banda sonora",N/A
Tulip Fever,Dane DeHaan,['N/A'],febrero,Reparto,N/A
Tulip Fever,Jack O'Connell,['N/A'],1990,Reparto,N/A
Tulip Fever,Holliday Grainger,['N/A'],1988,Reparto,N/A
Tulip Fever,Tom Hollander,['N/A'],1967,"Reparto, Producción, Guion",N/A
Tulip Fever,Matthew Morrison,['N/A'],1978,"Reparto, Producción, Dirección",N/A
Tulip Fever,Kevin McKidd,['N/A'],1973,"Reparto, Dirección, Banda sonora",N/A
Tulip Fever,Douglas Hodge,['N/A'],1960,"Reparto, Dirección, Guion",N/A
Suburbicon,Steve Monroe,['N/A'],1972,"Reparto, Producción, Dirección",N/A
Suburbicon,Gavin Wilde,['N/A'],N/A,Reparto,N/A
Suburbicon,Landon Gordon,['N/A'],2009,Reparto,N/A
Suburbicon,Hope Banks,['N/A'],N/A,"Reparto, Guion, Producción",N/A
Suburbicon,Karimah Westbrook,['N/A'],octubre,"Reparto, Producción, Dirección",N/A
Suburbicon,James Handy,['N/A'],N/A,"Reparto, Producción",N/A
Suburbicon,Mather Zickel,['N/A'],1970,"Reparto, Producción",N/A
Suburbicon,Josh Meyer,['N/A'],1979,Reparto,N/A
Rings,Matilda Anna Ingrid Lutz,['N/A'],1991,Reparto,N/A
Rings,Alex Roe,['N/A'],1990,"Reparto, Producción, Dirección de fotografía y cámara",N/A
Rings,Johnny Galecki,['N/A'],1975,"Reparto, Producción, Guion",N/A
Rings,Vincent D'Onofrio,['N/A'],1959,"Reparto, Producción, Dirección",N/A
Rings,Aimee Teegarden,['N/A'],octubre,"Reparto, Producción, Banda sonora",N/A
Rings,Bonnie Morgan,['N/A'],1981,"Reparto, Especialistas, Dirección de arte",N/A
Rings,Se Oh,['N/A'],N/A,"Reparto, Dirección, Guion",Chuck David Willis
Rings,Patrick Walker,['N/A'],1992,"Reparto, Guion, Producción",N/A
Caravaggio and My Mother the Pope,Gladys Florence,['N/A'],1913,"Dirección, Reparto, Guion",N/A
Caravaggio and My Mother the Pope,Gladys Rose,['N/A'],N/A,Reparto,N/A
Caravaggio and My Mother the Pope,Tom Troupe,['N/A'],1928,"Reparto, Guion",N/A
Caravaggio and My Mother the Pope,Frank Leboeuf,['N/A'],1968,"Reparto, Producción, Equipos adicionales",N/A
Caravaggio and My Mother the Pope,Domiziano Arcangeli,['N/A'],1968,"Reparto, Producción, Guion",N/A
Caravaggio and My Mother the Pope,Peter Kiedrowski,['N/A'],N/A,Reparto,N/A
Caravaggio and My Mother the Pope,Andrea Grassi,['N/A'],N/A,Reparto,N/A
Caravaggio and My Mother the Pope,Ettore Belmondo,['N/A'],N/A,"Reparto, Dirección, Guion",N/A
Krystal,Rosario Dawson,['N/A'],1979,"Reparto, Producción, Dirección",N/A
Krystal,Nick Robinson,['N/A'],1995,"Reparto, Producción, Banda sonora",N/A
Krystal,Tip 'T.I.' Harris,['N/A'],1980,"Music Artist, Reparto, Composición",N/A
Krystal,N/A,['N/A'],N/A,N/A,N/A
Krystal,Felicity Huffman,['N/A'],1962,"Reparto, Producción, Dirección",N/A
Krystal,William H. Macy,['N/A'],1950,"Reparto, Guion, Dirección",N/A
Krystal,Jacob Latimore,['N/A'],agosto,"Reparto, Banda sonora",N/A
Krystal,Rick Fox,['N/A'],1969,"Reparto, Producción",N/A
The Dot Man,David Arrow,['N/A'],junio,"Reparto, Producción, Dirección",N/A
The Dot Man,Steven Berkoff,['N/A'],1937,"Reparto, Guion, Dirección",N/A
The Dot Man,Claudia Christian,['N/A'],agosto,"Reparto, Dirección, Producción",N/A
The Dot Man,Maria Dinulescu,['N/A'],1981,Reparto,N/A
The Dot Man,Jonathan Breck,['N/A'],1965,"Reparto, Producción",N/A
The Dot Man,Raymond J. Barry,['N/A'],1939,Reparto,N/A
The Dot Man,Bryan Jardine,['N/A'],N/A,Reparto,N/A
The Dot Man,Dorel Visan,['N/A'],1937,Reparto,N/A
The Promise,Edwine Dorival,['N/A'],N/A,"Reparto, Composición, Edición",N/A
The Promise,Lidwine Berthil,['N/A'],N/A,Reparto,N/A
The Promise,Cristiano Xavier Ramos,['N/A'],N/A,Reparto,N/A
The Promise,Zirin Hantz,['N/A'],N/A,Reparto,N/A
The Promise,Mackenson Dorival,['N/A'],N/A,"Dirección de fotografía y cámara, Reparto, Guion",N/A
The Promise,Alexandre Elizabeth,['N/A'],N/A,Reparto,N/A
The Promise,Bekenya Jane Augustin,['N/A'],N/A,Reparto,N/A
The Promise,Nathanïel Berthil-Duval,['N/A'],N/A,Reparto,N/A
Egise Taara Juvvalu,Kamal Krishna Annarapu,['N/A'],N/A,Reparto,N/A
Egise Taara Juvvalu,Darbha Appaji Ambarisha,['N/A'],1964,Reparto,N/A
Egise Taara Juvvalu,Abhay Bethiganti,['N/A'],N/A,"Reparto, Dirección, Guion",N/A
Egise Taara Juvvalu,Bhaskar,['N/A'],N/A,Reparto,N/A
Egise Taara Juvvalu,Chandrudu,['N/A'],N/A,Reparto,N/A
Egise Taara Juvvalu,Ajay Ghosh,['N/A'],N/A,"Reparto, Guion",N/A
Egise Taara Juvvalu,Hasini,['N/A'],N/A,Reparto,N/A
Egise Taara Juvvalu,Jitendra,['N/A'],N/A,Reparto,N/A
Ubuntu,Ajay Ghosh,['N/A'],N/A,"Reparto, Guion",N/A
Ubuntu,Hasini,['N/A'],N/A,Reparto,N/A
Ubuntu,Jitendra,['N/A'],N/A,Reparto,N/A
Tatva,Kamalakar Borkar,['N/A'],N/A,Reparto,N/A
Tatva,Sadanand Borkar,['N/A'],N/A,Reparto,N/A
Tatva,Vikrant Borkar,['N/A'],N/A,Reparto,N/A
Tatva,Nutan Dhavne,['N/A'],N/A,Reparto,N/A
Tatva,Devendra Dodke,['N/A'],N/A,Reparto,N/A
Tatva,Sarita Gharde,['N/A'],N/A,Reparto,N/A
Tatva,Manjusha Joshi,['N/A'],N/A,Reparto,N/A
Tatva,Gouri Konge,['N/A'],N/A,Reparto,N/A
Mbretëria,Lidia Geca,['N/A'],N/A,Reparto,N/A
Mbretëria,Artan Gecaj,['N/A'],N/A,Reparto,N/A
Mbretëria,Asllan Hasaj,['N/A'],N/A,Reparto,N/A
Mbretëria,Kumrije Hoxha,['N/A'],1953,Reparto,N/A
Mbretëria,Shpetim Kastrati,['N/A'],1976,"Reparto, Localización",N/A
Mbretëria,Haki Kika,['N/A'],N/A,Reparto,N/A
Mbretëria,Jon Krasniqi,['N/A'],N/A,Reparto,N/A
Mbretëria,Ruben Krasniqi,['N/A'],N/A,Reparto,N/A
Barcley,Malcolm Alexander,['N/A'],N/A,"Reparto, Guion",N/A
Barcley,Adam Boatsman,['N/A'],N/A,Reparto,N/A
Inside the Walls,Gleb Makhankov,['N/A'],N/A,Reparto,N/A
Inside the Walls,Yuliya Medvedeva-Titarenko,['N/A'],1990,Reparto,N/A
Inside the Walls,Jon Krasniqi,['N/A'],N/A,Reparto,N/A
Inside the Walls,Ruben Krasniqi,['N/A'],N/A,Reparto,N/A
La ola de crímenes,Isabel Tolosa,['N/A'],N/A,Reparto,N/A
La ola de crímenes,Rocío Segura,['N/A'],N/A,Reparto,N/A
La ola de crímenes,Sarabel Delgado,['N/A'],N/A,Reparto,N/A
La ola de crímenes,Gema de Medina,['N/A'],N/A,Reparto,N/A
La ola de crímenes,Imanol Pérez,['N/A'],N/A,Reparto,N/A
La ola de crímenes,Nacho Navarro,['N/A'],N/A,Reparto,N/A
La ola de crímenes,Isabel Cuesta,['N/A'],N/A,Reparto,N/A
La ola de crímenes,Máximo Saz,['N/A'],N/A,Reparto,N/A
3 Is a Crowd,N/A,['N/A'],N/A,N/A,N/A
3 Is a Crowd,Chris Akwarandu,['N/A'],N/A,Reparto,N/A
3 Is a Crowd,Hauwa Allahbura,['N/A'],N/A,"Reparto, Producción",N/A
3 Is a Crowd,Alexx Ekubo,['N/A'],N/A,Reparto,N/A
3 Is a Crowd,Desmond Elliot,['N/A'],N/A,"Reparto, Dirección, Producción",Desmond Elliott
3 Is a Crowd,Lilian Esoro,['N/A'],N/A,"Reparto, Producción",Esoro Lilian
3 Is a Crowd,Abanu Joshua,['N/A'],N/A,Reparto,N/A
3 Is a Crowd,Ifeanyi Kalu,['N/A'],N/A,Reparto,N/A
Undga,Mayur Bachhav,['N/A'],N/A,Reparto,N/A
Undga,Shivani Baokar,['N/A'],N/A,Reparto,N/A
Undga,Jyoti Bavdhankar,['N/A'],N/A,Reparto,N/A
Undga,Sharvari Gaikawad,['N/A'],N/A,Reparto,N/A
Undga,Swapnil Kanase,['N/A'],N/A,"Guion, Reparto",N/A
Undga,Sagar Khaire,['N/A'],N/A,Reparto,N/A
Undga,Sameeksha Mane,['N/A'],N/A,Reparto,N/A
Undga,Arun Nalawade,['N/A'],N/A,"Reparto, Dirección, Producción",N/A
Sem Raiz,Jyoti Bavdhankar,['N/A'],N/A,Reparto,N/A
Sem Raiz,Sharvari Gaikawad,['N/A'],N/A,Reparto,N/A
Sem Raiz,Swapnil Kanase,['N/A'],N/A,"Guion, Reparto",N/A
Sem Raiz,Sagar Khaire,['N/A'],N/A,Reparto,N/A
Sem Raiz,Sameeksha Mane,['N/A'],N/A,Reparto,N/A
Sem Raiz,Arun Nalawade,['N/A'],N/A,"Reparto, Dirección, Producción",N/A
Blestyashchey zhizni lepestok,Dmitri Kaljazin,['N/A'],N/A,Reparto,N/A
Blestyashchey zhizni lepestok,Antonina Divina,['N/A'],N/A,Reparto,N/A
Blestyashchey zhizni lepestok,Artur Sopelnik,['N/A'],1991,Reparto,N/A
Blestyashchey zhizni lepestok,Natalya Ionova,['N/A'],N/A,Reparto,N/A
Blestyashchey zhizni lepestok,Valeriy Grishko,['N/A'],1951,Reparto,N/A
Blestyashchey zhizni lepestok,Liza Klimova,['N/A'],1989,"Reparto, Sonido",Elizabeta Klimova
Blestyashchey zhizni lepestok,Anastasiya Nemets,['N/A'],N/A,Reparto,N/A
Blestyashchey zhizni lepestok,Lyubov Firsova,['N/A'],N/A,Reparto,N/A
Ruza,Amila Besirovic,['N/A'],N/A,"Reparto, Guion",N/A
Ruza,Olivera Blazevic,['N/A'],N/A,Reparto,N/A
Ruza,Emina Goletic,['N/A'],N/A,Reparto,N/A
Zygote,Emily Gomez,['N/A'],N/A,Reparto,N/A
Zygote,Arianna Tysinger,['N/A'],N/A,"Reparto, Maquillaje, Vestuario",N/A
Zygote,Cameron B. Smith,['N/A'],1995,"Edición, Dirección, Guion",N/A
Zygote,Hal Cosec,['N/A'],N/A,"Reparto, Equipos adicionales, Equipo ejecutivo",N/A
Zygote,John Elliott Gray,['N/A'],N/A,"Reparto, Producción, Dirección",N/A
Zygote,Louis Bishop,['N/A'],N/A,Reparto,N/A
Zygote,Sandy Vaughan,['N/A'],N/A,Reparto,N/A
Zygote,Karsu Nalbantoglu,['N/A'],N/A,"Reparto, Dirección, Edición",N/A
Huntash,Vijay Chavan,['N/A'],1955,"Reparto, Dirección, Guion",N/A
Huntash,Neela Gokhle,['N/A'],N/A,Reparto,N/A
Huntash,Prii Hedau,['N/A'],N/A,"Reparto, Equipo ejecutivo",N/A
Huntash,Sanjeevani Jadhav,['N/A'],N/A,Reparto,Sanjivani Jadhav
Huntash,Hrishikesh Joshi,['N/A'],N/A,"Reparto, Dirección de fotografía y cámara, Guion",N/A
Huntash,Usha Nadkarni,['N/A'],N/A,Reparto,N/A
Huntash,Arun Nalawade,['N/A'],N/A,"Reparto, Dirección, Producción",N/A
Huntash,Kishore Nandlaskar,['N/A'],1940,Reparto,N/A
Khayyum Bhai,Prii Hedau,['N/A'],N/A,"Reparto, Equipo ejecutivo",N/A
Danza de Luna,Matías Aranda,['N/A'],N/A,Reparto,N/A
Danza de Luna,Emma Escalante,['N/A'],N/A,Reparto,N/A
Danza de Luna,Daniel Bretón,['N/A'],N/A,Reparto,N/A
Danza de Luna,Fabiana Perzabal,['N/A'],N/A,"Reparto, Producción",N/A
Danza de Luna,Ernesto Álvarez,['N/A'],N/A,Reparto,N/A
Mobile Phone Control,Zi-Yuan Ji,['N/A'],N/A,Reparto,N/A
Khopa,Vidya Bhagwat,['N/A'],N/A,Reparto,N/A
Khopa,Jalinder Bhujbal,['N/A'],N/A,"Reparto, Producción",N/A
Khopa,Sanjay Bhure,['N/A'],N/A,Reparto,N/A
Khopa,Rooplaxmi Chougule,['N/A'],N/A,Reparto,N/A
Khopa,Deepa Gaikwad,['N/A'],N/A,Reparto,N/A
Khopa,Bharat Ganeshpure,['N/A'],N/A,"Reparto, Música",N/A
Khopa,Vikram Gokhale,['N/A'],1940,"Reparto, Dirección, Guion",N/A
Khopa,Sankarshan Karhade,['N/A'],1990,"Guion, Reparto",N/A
Marathon Zindagi,Sanjay Bhure,['N/A'],N/A,Reparto,N/A
Marathon Zindagi,Rooplaxmi Chougule,['N/A'],N/A,Reparto,N/A
Marathon Zindagi,Deepa Gaikwad,['N/A'],N/A,Reparto,N/A
Marathon Zindagi,Bharat Ganeshpure,['N/A'],N/A,"Reparto, Música",N/A
Marathon Zindagi,Vikram Gokhale,['N/A'],1940,"Reparto, Dirección, Guion",N/A
E Ee,Deepa Gaikwad,['N/A'],N/A,Reparto,N/A
E Ee,Bharat Ganeshpure,['N/A'],N/A,"Reparto, Música",N/A
E Ee,Vikram Gokhale,['N/A'],1940,"Reparto, Dirección, Guion",N/A
Shyamchi Shala,Vijay Kadam,['N/A'],N/A,Reparto,N/A
Shyamchi Shala,Arun Nalawade,['N/A'],N/A,"Reparto, Dirección, Producción",N/A
Shyamchi Shala,Nisha Parulekar,['N/A'],N/A,Reparto,N/A
Shyamchi Shala,Mahendra Patil,['N/A'],N/A,"Guion, Dirección, Reparto",Patil Mahendra
The Ol' Amity Blues,Sydney Howlett,['N/A'],N/A,"Reparto, Dirección de la segunda unidad o asistencia a dirección",N/A
The Ol' Amity Blues,Brandon James Mason,['N/A'],N/A,Reparto,N/A
The Ol' Amity Blues,Frank Moher,['N/A'],N/A,Reparto,N/A
Funny Young World,Judith Georgi,['N/A'],N/A,Reparto,N/A
Funny Young World,Isis Lutz,['N/A'],N/A,Reparto,N/A
"Papa, Come Home",Jack Lim,['N/A'],N/A,"Reparto, Producción, Guion",N/A
"Papa, Come Home",Jayden Sow,['N/A'],N/A,Reparto,N/A
"Papa, Come Home",JieYing Tha,['N/A'],N/A,Reparto,N/A
"Papa, Come Home",Norman Pang,['N/A'],N/A,Reparto,N/A
"Papa, Come Home",Jack Yap,['N/A'],1982,Reparto,"1,68 m"
"Papa, Come Home",Kenji Sawahii,['N/A'],N/A,"Reparto, Dirección de producción, Dirección",Kenji Sawahi
Aitebaar,Bilal Abbas Khan,['N/A'],1993,Reparto,N/A
Aitebaar,Aamir Qureshi,['N/A'],1974,"Reparto, Sonido","1,88 m"
Aitebaar,Adnan Shah,['N/A'],N/A,Reparto,N/A
The Perfect Mistress III.,Ileana Toma,['N/A'],N/A,Reparto,N/A
The Perfect Mistress III.,Andrea Ivett Eröss,['N/A'],1999,"Reparto, Dirección de casting, Producción",Andrea I. Eröss
The Perfect Mistress III.,László Székely-Benczédi,['N/A'],N/A,Reparto,N/A
The Perfect Mistress III.,Veaceslav Grosu,['N/A'],1975,Reparto,"1,77 m"
The Perfect Mistress III.,Réka Fodor,['N/A'],1976,Reparto,N/A
Tu Mera Chaand,Lubna Aslam,['N/A'],N/A,Reparto,N/A
Tu Mera Chaand,Arjumand Azhar,['N/A'],N/A,Reparto,N/A
Tu Mera Chaand,Moomal Khalid,['N/A'],N/A,Reparto,N/A
Tu Mera Chaand,Azra Mohiuddin,['N/A'],N/A,Reparto,N/A
Tu Mera Chaand,Mushtaq Molidena,['N/A'],N/A,Reparto,N/A
Tu Mera Chaand,Shahzeen Rahat,['N/A'],N/A,Reparto,N/A
Tu Mera Chaand,Yasir Ali Shah,['N/A'],N/A,Reparto,N/A
Le Blu,Milton Rosés,['N/A'],N/A,Reparto,N/A
Le Blu,Silvia Rivero,['N/A'],N/A,Reparto,N/A
Le Blu,Barbara Hobecker,['N/A'],N/A,Reparto,N/A
[S.O.S] Sói Trang,Barbara Hobecker,['N/A'],N/A,Reparto,N/A
[S.O.S] Sói Trang,Horacio Fernández,['N/A'],N/A,Reparto,N/A
[S.O.S] Sói Trang,Maximiliano Juañuk,['N/A'],N/A,"Reparto, Composición",N/A
14 Tirmeh,Ezel Akay,['N/A'],1961,"Reparto, Producción, Dirección",EZOP
14 Tirmeh,Furkan Bolukbasi,['N/A'],N/A,Reparto,N/A
14 Tirmeh,Furkan Bölükbasi,['N/A'],N/A,Reparto,N/A
14 Tirmeh,Sakine Cansiz,['N/A'],N/A,N/A,N/A
14 Tirmeh,Aysel Dalar,['N/A'],N/A,Reparto,N/A
14 Tirmeh,Savas Damla,['N/A'],N/A,Reparto,N/A
14 Tirmeh,Veysel Erel,['N/A'],N/A,"Reparto, Cámara y electricidad, Producción",N/A
14 Tirmeh,Bülent Keser,['N/A'],1978,Reparto,"1,81 m"
Kinbaku: Tsuki no Shô,Aysel Dalar,['N/A'],N/A,Reparto,N/A
Kinbaku: Tsuki no Shô,Savas Damla,['N/A'],N/A,Reparto,N/A
Kinbaku: Tsuki no Shô,Veysel Erel,['N/A'],N/A,"Reparto, Cámara y electricidad, Producción",N/A
Kinbaku: Tsuki no Shô,Bülent Keser,['N/A'],1978,Reparto,"1,81 m"
Sunyo Theke Suru,Santana Bose,['N/A'],N/A,Reparto,N/A
Sunyo Theke Suru,Soumitra Chatterjee,['N/A'],1935,"Reparto, Guion, Equipos adicionales",N/A
Sunyo Theke Suru,Deba,['N/A'],N/A,Reparto,N/A
Sunyo Theke Suru,Osman Goni,['N/A'],N/A,Reparto,N/A
Sunyo Theke Suru,Jenifa,['N/A'],N/A,Reparto,N/A
Sunyo Theke Suru,Sucheta Mitra,['N/A'],N/A,"Reparto, Producción",N/A
Sunyo Theke Suru,Pooja,['N/A'],N/A,Reparto,N/A
Sunyo Theke Suru,Debraj Roy,['N/A'],N/A,Reparto,N/A
Cesare,Dolores Carbonari,['N/A'],N/A,Reparto,N/A
Crima si pedeapsa,Rares Andrici,['N/A'],1991,Reparto,N/A
Crima si pedeapsa,Marina Palii,['N/A'],N/A,"Reparto, Dirección, Equipos adicionales",N/A
Terminal Behavior,Ariana Almajan,['N/A'],N/A,"Reparto, Equipos adicionales",N/A
Terminal Behavior,DeJeanette Horne,['N/A'],N/A,Reparto,N/A
Terminal Behavior,Vichelle Jones,['N/A'],N/A,"Reparto, Equipos adicionales",N/A
Terminal Behavior,Jonathan Lee Taylor,['N/A'],N/A,Reparto,N/A
O Pilla Nee Valla,Chaitanya Krishna,['N/A'],N/A,Reparto,N/A
O Pilla Nee Valla,Dolly Sha,['N/A'],N/A,Reparto,Shalu Chourasiya
GEN Hi8,Roberto Artigas,['N/A'],N/A,Reparto,N/A
GEN Hi8,Alejandro del Carpio,['N/A'],N/A,Reparto,N/A
GEN Hi8,Ximena Luna,['N/A'],N/A,Reparto,N/A
GEN Hi8,Alexssandra Mendez,['N/A'],N/A,Reparto,N/A
GEN Hi8,Johan Mendoza,['N/A'],N/A,Reparto,N/A
GEN Hi8,Andrés Mesía,['N/A'],N/A,Reparto,N/A
GEN Hi8,Christian Paredes,['N/A'],N/A,Reparto,N/A
GEN Hi8,Aaron Picasso,['N/A'],N/A,Reparto,N/A
Chaebi,Ko Du-shim,['N/A'],1951,Reparto,N/A
Chaebi,Kim Seong-gyoon,['N/A'],1980,Reparto,N/A
Chaebi,Johan Mendoza,['N/A'],N/A,Reparto,N/A
Chaebi,Andrés Mesía,['N/A'],N/A,Reparto,N/A
Liu ren wan can,Shawn Dou,['N/A'],1988,Reparto,N/A
Liu ren wan can,Janine Chun-Ning Chang,['N/A'],1982,"Reparto, Producción, Banda sonora",N/A
Liu ren wan can,Vivian Wu,['N/A'],1966,"Reparto, Producción, Composición",N/A
Liu ren wan can,Gang Wu,['N/A'],1962,Reparto,N/A
Liu ren wan can,Lixin Zhao,['N/A'],1968,"Reparto, Guion",N/A
Liu ren wan can,Xinzi Yin,['N/A'],N/A,Reparto,N/A
Liu ren wan can,Wenlu Cui,['N/A'],N/A,Reparto,N/A
A Stray Goat,Park Jin-young,['N/A'],1994,"Reparto, Banda sonora",N/A
A Stray Goat,Ji Woo,['N/A'],1997,Reparto,N/A
A Stray Goat,An Jin Shin,['N/A'],N/A,Reparto,N/A
A Stray Goat,Na-on Jeong,['N/A'],N/A,Reparto,N/A
A Stray Goat,Jang Myeong-gap,['N/A'],N/A,Reparto,N/A
Seita,Harri Korkiakoski,['N/A'],N/A,"Reparto, Cámara y electricidad, Dirección",N/A
Seita,Aatu Kreivi,['N/A'],N/A,"Reparto, Dirección de la segunda unidad o asistencia a dirección, Maquillaje",N/A
Seita,Markus Säärelä,['N/A'],N/A,"Reparto, Dirección de arte, Edición",N/A
Seita,Seija Viertola-Chapman,['N/A'],N/A,Reparto,N/A
Seita,Uljas Kirppu,['N/A'],N/A,Reparto,N/A
Seita,Tuukka Kuru,['N/A'],N/A,"Reparto, Guion",N/A
Seita,Henri Mommo,['N/A'],N/A,Reparto,N/A
Seita,Rami Tammenoksa,['N/A'],N/A,"Reparto, Guion",N/A
The Artist: Reborn,Ryu Hyun-kyung,['N/A'],1983,Reparto,N/A
The Artist: Reborn,Park Jeong-min,['N/A'],1987,"Reparto, Dirección, Guion",N/A
The Artist: Reborn,Uljas Kirppu,['N/A'],N/A,Reparto,N/A
The Artist: Reborn,Tuukka Kuru,['N/A'],N/A,"Reparto, Guion",N/A
"Havana, Habana",Michael Addison,['N/A'],N/A,Reparto,N/A
"Havana, Habana",Beege Barkette,['N/A'],octubre,Reparto,N/A
"Havana, Habana",Danay Garcia,['N/A'],julio,"Reparto, Producción, Dirección",N/A
"Havana, Habana",Rolando Millet,['N/A'],N/A,Reparto,N/A
"Havana, Habana",Christy Patrick,['N/A'],N/A,Reparto,N/A
Aisylu,Firaya Akberova,['N/A'],N/A,Reparto,N/A
Aisylu,Rafil Galimullin,['N/A'],N/A,Reparto,N/A
Aisylu,Gulnaz Galimullina,['N/A'],N/A,Reparto,N/A
Aisylu,Guzel Galimullina,['N/A'],N/A,Reparto,N/A
Aisylu,Venera Ganiyeva,['N/A'],N/A,Reparto,N/A
Aisylu,Ruzal Habibullin,['N/A'],N/A,Reparto,N/A
Aisylu,Rimma Ibragimova,['N/A'],N/A,Reparto,N/A
Aisylu,Pavel Moskvin,['N/A'],N/A,"Guion, Dirección, Reparto",N/A
Wives on Strike: The Revolution,Gulnaz Galimullina,['N/A'],N/A,Reparto,N/A
Wives on Strike: The Revolution,Guzel Galimullina,['N/A'],N/A,Reparto,N/A
Wives on Strike: The Revolution,Venera Ganiyeva,['N/A'],N/A,Reparto,N/A
Wives on Strike: The Revolution,Ruzal Habibullin,['N/A'],N/A,Reparto,N/A
Wives on Strike: The Revolution,Rimma Ibragimova,['N/A'],N/A,Reparto,N/A
Wives on Strike: The Revolution,Pavel Moskvin,['N/A'],N/A,"Guion, Dirección, Reparto",N/A
Match,Abdulla Aljanebi,['N/A'],N/A,Reparto,N/A
Match,Neven Madi,['N/A'],N/A,Reparto,N/A
Match,Shamsan Mahmmod,['N/A'],N/A,Reparto,N/A
Shattered Waves,Ahmed Hafiene,['N/A'],1966,Reparto,N/A
Shattered Waves,Fatma Nasser,['N/A'],N/A,"Reparto, Producción",N/A
Shattered Waves,Ivana Pantaleo,['N/A'],N/A,"Reparto, Maquillaje, Dirección de arte",N/A
This Is You,Christian Winter,['N/A'],N/A,Reparto,N/A
This Is You,Bridgett Mistrot,['N/A'],N/A,Reparto,N/A
This Is You,Madison Massey,['N/A'],N/A,"Reparto, Cámara y electricidad",N/A
This Is You,Jake Elliot,['N/A'],N/A,Reparto,Jake Slaughter
This Is You,Tony Barone,['N/A'],N/A,Reparto,N/A
This Is You,Mary Hardegree,['N/A'],N/A,Reparto,N/A
This Is You,Jillian Nicole Jackson,['N/A'],N/A,Reparto,N/A
This Is You,T.J. Huff,['N/A'],N/A,Reparto,N/A
The Great Leader,Amitabh Bachchan,['N/A'],1942,"Reparto, Producción, Guion",N/A
Transgression,Maria Bakalova,['N/A'],1996,"Reparto, Producción, Guion",N/A
Transgression,Rossen Pentchev,['N/A'],N/A,"Reparto, Composición",N/A
Transgression,Jillian Nicole Jackson,['N/A'],N/A,Reparto,N/A
Transgression,T.J. Huff,['N/A'],N/A,Reparto,N/A
Circle of Fire,Ken Erics,['N/A'],N/A,"Reparto, Composición, Producción",N/A
Circle of Fire,Zubby Michael,['N/A'],N/A,Reparto,Zubi Michael
Circle of Fire,Geraldine Obi,['N/A'],N/A,Reparto,N/A
Circle of Fire,Sam Obiagi,['N/A'],N/A,Reparto,N/A
Circle of Fire,Dave Ogbeni,['N/A'],N/A,Reparto,N/A
Dark,Nicolas Cage,['N/A'],1964,"Reparto, Producción, Dirección",N/A
A Lonely lane,Jide Kene Achufusi,['N/A'],N/A,"Reparto, Producción",N/A
A Lonely lane,Juliet Ekeson,['N/A'],N/A,Reparto,N/A
A Lonely lane,Victor Iyke,['N/A'],N/A,"Reparto, Producción, Guion",N/A
A Lonely lane,Jide Kene Achufusi,['N/A'],N/A,"Reparto, Producción",N/A
A Lonely lane,Uju Anikwe,['N/A'],N/A,Reparto,N/A
A Lonely lane,Juliet Ekeson,['N/A'],N/A,Reparto,N/A
